seed,run_name,run_root,maps_path,summary_path,batch_index,sample_index,split,location,event,start_idx,input_steps,pred_steps,alignment_mode,scenario_key,cell_count,target_wet_fraction,pred_wet_fraction,wet_fraction_contraction,low_margin_fraction,false_dry_rate,false_dry_cell_fraction,target_peak_depth,prediction_peak_depth,peak_underprediction,mean_bias,underprediction_bias,mae,rmse,boundary_available,boundary_false_dry_rate,high_intensity_reason,low_margin_component,false_dry_component,wet_fraction_contraction_component,peak_underprediction_component,underprediction_bias_component,boundary_component,high_intensity_location2_component,cross_seed_disagreement_component,risk_score,risk_category,warning_level,recommendation,review_level,warning_action,use_note,missed_inundation_warning,extent_underestimation_warning,local_depth_underestimation_warning,applicability_boundary_warning,warning_reasons,interpretation_note
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0011\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0011\summary.json,11,1,test,location2,r300y_p0.8_d3h,0,12,12,mass_preserving,location2|r300y_p0.8_d3h|0,196608,0.09125773111979167,0.041188557942708336,0.5486567829673392,0.027130126953125,0.5846616876602385,0.053354899088541664,2.8395590782165527,1.3124234676361084,1.5271356105804443,-0.020557911733161658,0.020557911733161658,0.025568687125680434,0.09742745060894134,True,0.682092555331992,location2_r300y_high_intensity,0.0,2.0,1.1959703489020175,1.5,0.5185970577720552,1.0,2.5,0.020571851730346685,8.73513925840442,high-risk,high-risk,do_not_use_alone,mandatory_review,do not use alone for warning decisions,"Trigger conservative interpretation, hydrodynamic-model confirmation, or expert review before warning decisions.",True,True,True,True,Phase 15 risk score is in the high-risk screening range. | False-dry rate indicates possible missed-inundation risk. | Predicted wet fraction is contracted relative to the target. | Peak depth is underpredicted enough to require local-depth review. | High-intensity metadata flag: location2_r300y_high_intensity. | Boundary-zone false-dry signal requires wet/dry edge review.,"Warning labels are operational interpretation labels derived from deterministic Phase 15 screening outputs. They are not calibrated probabilities, Bayesian uncertainty estimates, or formal confidence intervals."
seed42,phase10_margin_aware_boundary_band_seed42_40e,runs\phase10_margin_aware_boundary_band_seed42_40e,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0011\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0011\summary.json,11,1,test,location2,r300y_p0.8_d3h,0,12,12,mass_preserving,location2|r300y_p0.8_d3h|0,196608,0.09125773111979167,0.043970743815104164,0.5181696577861999,0.031656901041666664,0.5758555345000558,0.05255126953125,2.8395590782165527,1.1315656900405884,1.7079933881759644,-0.019032262086538052,0.019032262086538052,0.026265675541442074,0.09955135308034255,True,0.7117706237424547,location2_r300y_high_intensity,0.0,2.0,1.1045089733585998,1.5,0.46774206955126835,1.0,2.5,0.020571851730346685,8.592822894640216,high-risk,high-risk,do_not_use_alone,mandatory_review,do not use alone for warning decisions,"Trigger conservative interpretation, hydrodynamic-model confirmation, or expert review before warning decisions.",True,True,True,True,Phase 15 risk score is in the high-risk screening range. | False-dry rate indicates possible missed-inundation risk. | Predicted wet fraction is contracted relative to the target. | Peak depth is underpredicted enough to require local-depth review. | High-intensity metadata flag: location2_r300y_high_intensity. | Boundary-zone false-dry signal requires wet/dry edge review.,"Warning labels are operational interpretation labels derived from deterministic Phase 15 screening outputs. They are not calibrated probabilities, Bayesian uncertainty estimates, or formal confidence intervals."
seed42,phase10_margin_aware_boundary_band_seed42_40e,runs\phase10_margin_aware_boundary_band_seed42_40e,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0009\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0009\summary.json,9,0,test,location2,r300y_p0.6_d3h,0,12,12,mass_preserving,location2|r300y_p0.6_d3h|0,196608,0.08835856119791667,0.047826131184895836,0.4587266866221506,0.036631266276041664,0.510994704121575,0.0451507568359375,2.7899465560913086,1.0704457759857178,1.7195007801055908,-0.020019122721598687,0.020019122721598687,0.02642407461105421,0.10325791473346656,True,0.6557146622155846,location2_r300y_high_intensity,0.0,1.826643129429222,0.9261800598664519,1.5,0.5006374240532895,1.0,2.5,0.16091416676839193,8.414374780117354,high-risk,high-risk,do_not_use_alone,mandatory_review,do not use alone for warning decisions,"Trigger conservative interpretation, hydrodynamic-model confirmation, or expert review before warning decisions.",True,True,True,True,Phase 15 risk score is in the high-risk screening range. | False-dry rate indicates possible missed-inundation risk. | Predicted wet fraction is contracted relative to the target. | Peak depth is underpredicted enough to require local-depth review. | High-intensity metadata flag: location2_r300y_high_intensity. | Boundary-zone false-dry signal requires wet/dry edge review.,"Warning labels are operational interpretation labels derived from deterministic Phase 15 screening outputs. They are not calibrated probabilities, Bayesian uncertainty estimates, or formal confidence intervals."
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0009\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0009\summary.json,9,0,test,location2,r300y_p0.6_d3h,0,12,12,mass_preserving,location2|r300y_p0.6_d3h|0,196608,0.08835856119791667,0.049250284830729164,0.44260879576329726,0.034311930338541664,0.484285056412618,0.042790730794270836,2.7899465560913086,1.4618170261383057,1.328129529953003,-0.018155127327590115,0.018155127327590115,0.025405211114805787,0.10117675408162265,True,0.5892998330844241,location2_r300y_high_intensity,0.0,1.7079335840560799,0.8778263872898917,1.5,0.43850424425300377,0.8785996661688482,2.5,0.16091416676839193,8.063778048536216,high-risk,high-risk,do_not_use_alone,mandatory_review,do not use alone for warning decisions,"Trigger conservative interpretation, hydrodynamic-model confirmation, or expert review before warning decisions.",True,True,True,True,Phase 15 risk score is in the high-risk screening range. | False-dry rate indicates possible missed-inundation risk. | Predicted wet fraction is contracted relative to the target. | Peak depth is underpredicted enough to require local-depth review. | High-intensity metadata flag: location2_r300y_high_intensity. | Boundary-zone false-dry signal requires wet/dry edge review.,"Warning labels are operational interpretation labels derived from deterministic Phase 15 screening outputs. They are not calibrated probabilities, Bayesian uncertainty estimates, or formal confidence intervals."
seed202,phase10_margin_aware_boundary_band_seed202_40e,runs\phase10_margin_aware_boundary_band_seed202_40e,runs\phase10_margin_aware_boundary_band_seed202_40e\evaluation_test\test_batch_0011\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed202_40e\evaluation_test\test_batch_0011\summary.json,11,1,test,location2,r300y_p0.8_d3h,0,12,12,mass_preserving,location2|r300y_p0.8_d3h|0,196608,0.09125773111979167,0.0518341064453125,0.43200312116820866,0.032780965169270836,0.49693456693791105,0.04534912109375,2.8395590782165527,1.295573115348816,1.5439859628677368,-0.016732756135930296,0.016732756135930296,0.023557767760295972,0.09109659551631347,True,0.5919684775318578,location2_r300y_high_intensity,0.0,1.76415363083516,0.8460093635046261,1.5,0.39109187119767647,0.8839369550637155,2.5,0.020571851730346685,7.905763672331525,high-risk,high-risk,do_not_use_alone,mandatory_review,do not use alone for warning decisions,"Trigger conservative interpretation, hydrodynamic-model confirmation, or expert review before warning decisions.",True,True,True,True,Phase 15 risk score is in the high-risk screening range. | False-dry rate indicates possible missed-inundation risk. | Predicted wet fraction is contracted relative to the target. | Peak depth is underpredicted enough to require local-depth review. | High-intensity metadata flag: location2_r300y_high_intensity. | Boundary-zone false-dry signal requires wet/dry edge review.,"Warning labels are operational interpretation labels derived from deterministic Phase 15 screening outputs. They are not calibrated probabilities, Bayesian uncertainty estimates, or formal confidence intervals."
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0012\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0012\summary.json,12,0,test,location2,r300y_p0.8_d3h,6,12,12,mass_preserving,location2|r300y_p0.8_d3h|6,196608,0.060145060221354164,0.040242513020833336,0.33090909090909093,0.0312957763671875,0.4082875264270613,0.024556477864583332,2.4863128662109375,1.4905707836151123,0.9957420825958252,-0.012475921625177633,0.012475921625177633,0.019667437371804302,0.07346485404898151,True,0.4620638271451633,location2_r300y_high_intensity,0.0,1.370166784120272,0.5427272727272728,1.1186131238937378,0.24919738750592108,0.6241276542903267,2.5,0.0,6.4048322225375305,high-risk,high-risk,do_not_use_alone,mandatory_review,do not use alone for warning decisions,"Trigger conservative interpretation, hydrodynamic-model confirmation, or expert review before warning decisions.",True,True,True,True,Phase 15 risk score is in the high-risk screening range. | False-dry rate indicates possible missed-inundation risk. | Predicted wet fraction is contracted relative to the target. | Peak depth is underpredicted enough to require local-depth review. | High-intensity metadata flag: location2_r300y_high_intensity. | Boundary-zone false-dry signal requires wet/dry edge review.,"Warning labels are operational interpretation labels derived from deterministic Phase 15 screening outputs. They are not calibrated probabilities, Bayesian uncertainty estimates, or formal confidence intervals."
seed202,phase10_margin_aware_boundary_band_seed202_40e,runs\phase10_margin_aware_boundary_band_seed202_40e,runs\phase10_margin_aware_boundary_band_seed202_40e\evaluation_test\test_batch_0009\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed202_40e\evaluation_test\test_batch_0009\summary.json,9,0,test,location2,r300y_p0.6_d3h,0,12,12,mass_preserving,location2|r300y_p0.6_d3h|0,196608,0.08835856119791667,0.067169189453125,0.23981119042136773,0.043507893880208336,0.3060672346304398,0.027043660481770832,2.7899465560913086,1.3228778839111328,1.4670686721801758,-0.014258826537970113,0.014258826537970113,0.02162610280865374,0.08958158714086317,True,0.4020908372133884,location2_r300y_high_intensity,0.0,0.9158543761352878,0.26943357126410317,1.5,0.30862755126567043,0.5041816744267769,2.5,0.16091416676839193,6.15901133986023,high-risk,high-risk,do_not_use_alone,mandatory_review,do not use alone for warning decisions,"Trigger conservative interpretation, hydrodynamic-model confirmation, or expert review before warning decisions.",True,True,True,True,Phase 15 risk score is in the high-risk screening range. | False-dry rate indicates possible missed-inundation risk. | Predicted wet fraction is contracted relative to the target. | Peak depth is underpredicted enough to require local-depth review. | High-intensity metadata flag: location2_r300y_high_intensity. | Boundary-zone false-dry signal requires wet/dry edge review.,"Warning labels are operational interpretation labels derived from deterministic Phase 15 screening outputs. They are not calibrated probabilities, Bayesian uncertainty estimates, or formal confidence intervals."
seed42,phase10_margin_aware_boundary_band_seed42_40e,runs\phase10_margin_aware_boundary_band_seed42_40e,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0012\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0012\summary.json,12,0,test,location2,r300y_p0.8_d3h,6,12,12,mass_preserving,location2|r300y_p0.8_d3h|6,196608,0.060145060221354164,0.048136393229166664,0.199661733615222,0.039301554361979164,0.3443551797040169,0.020711263020833332,2.4863128662109375,1.3503979444503784,1.135914921760559,-0.00921797084153834,0.00921797084153834,0.018787042992044617,0.06877529722707812,True,0.45746926611200794,location2_r300y_high_intensity,0.0,1.0860230209067416,0.148985200845666,1.3288723826408386,0.14059902805127797,0.614938532224016,2.5,0.0,5.819418164668541,high-risk,high-risk,do_not_use_alone,mandatory_review,do not use alone for warning decisions,"Trigger conservative interpretation, hydrodynamic-model confirmation, or expert review before warning decisions.",True,True,True,True,Phase 15 risk score is in the high-risk screening range. | False-dry rate indicates possible missed-inundation risk. | Predicted wet fraction is contracted relative to the target. | Peak depth is underpredicted enough to require local-depth review. | High-intensity metadata flag: location2_r300y_high_intensity. | Boundary-zone false-dry signal requires wet/dry edge review.,"Warning labels are operational interpretation labels derived from deterministic Phase 15 screening outputs. They are not calibrated probabilities, Bayesian uncertainty estimates, or formal confidence intervals."
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0007\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0007\summary.json,7,1,test,location2,r200y_p0.5_d3h,0,12,12,mass_preserving,location2|r200y_p0.5_d3h|0,196608,0.07773335774739583,0.043024698893229164,0.4465091932212262,0.030512491861979168,0.47732774978734543,0.037104288736979164,2.6825506687164307,1.3884646892547607,1.29408597946167,-0.014783461887989341,0.014783461887989341,0.02225274683336409,0.08622933281898958,True,0.5567183334978774,weak_high_intensity_token,0.0,1.6770122212770904,0.8895275796636785,1.5,0.32611539626631136,0.8134366669957547,0.5,0.0,5.706091864202834,high-risk,high-risk,do_not_use_alone,mandatory_review,do not use alone for warning decisions,"Trigger conservative interpretation, hydrodynamic-model confirmation, or expert review before warning decisions.",True,True,True,True,Phase 15 risk score is in the high-risk screening range. | False-dry rate indicates possible missed-inundation risk. | Predicted wet fraction is contracted relative to the target. | Peak depth is underpredicted enough to require local-depth review. | High-intensity metadata flag: weak_high_intensity_token. | Boundary-zone false-dry signal requires wet/dry edge review.,"Warning labels are operational interpretation labels derived from deterministic Phase 15 screening outputs. They are not calibrated probabilities, Bayesian uncertainty estimates, or formal confidence intervals."
seed42,phase10_margin_aware_boundary_band_seed42_40e,runs\phase10_margin_aware_boundary_band_seed42_40e,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0007\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0007\summary.json,7,1,test,location2,r200y_p0.5_d3h,0,12,12,mass_preserving,location2|r200y_p0.5_d3h|0,196608,0.07773335774739583,0.045313517252604164,0.4170647124255709,0.034698486328125,0.4667931688804554,0.036285400390625,2.6825506687164307,1.2969319820404053,1.3856186866760254,-0.014660634769145526,0.014660634769145526,0.021929409665880657,0.08550821483228865,True,0.6019350380096752,weak_high_intensity_token,0.0,1.6301918616909128,0.8011941372767128,1.5,0.3220211589715175,0.9038700760193503,0.5,0.0,5.657277233958493,high-risk,high-risk,do_not_use_alone,mandatory_review,do not use alone for warning decisions,"Trigger conservative interpretation, hydrodynamic-model confirmation, or expert review before warning decisions.",True,True,True,True,Phase 15 risk score is in the high-risk screening range. | False-dry rate indicates possible missed-inundation risk. | Predicted wet fraction is contracted relative to the target. | Peak depth is underpredicted enough to require local-depth review. | High-intensity metadata flag: weak_high_intensity_token. | Boundary-zone false-dry signal requires wet/dry edge review.,"Warning labels are operational interpretation labels derived from deterministic Phase 15 screening outputs. They are not calibrated probabilities, Bayesian uncertainty estimates, or formal confidence intervals."
