scenario_key,warning_level,phase25_warning_level,risk_score,risk_category,phase10_rmse,phase25_rmse,delta_rmse,phase25_improved_rmse,phase10_mae,phase25_mae,delta_mae,phase25_improved_mae,phase10_relative_volume_bias,phase25_relative_volume_bias,delta_relative_volume_bias,phase25_improved_relative_volume_bias,phase10_wet_area_contraction,phase25_wet_area_contraction,delta_wet_area_contraction,phase25_improved_wet_area_contraction,phase10_peak_depth_underprediction,phase25_peak_depth_underprediction,delta_peak_depth_underprediction,phase25_improved_peak_depth_underprediction,phase10_false_dry_rate,phase25_false_dry_rate,delta_false_dry_rate,phase25_improved_false_dry_rate,phase10_false_wet_rate,phase25_false_wet_rate,delta_false_wet_rate,phase25_improved_false_wet_rate,phase10_connectivity_loss_indicator,phase25_connectivity_loss_indicator,delta_connectivity_loss_indicator,phase25_improved_connectivity_loss_indicator,phase10_largest_component_ratio_change,phase25_largest_component_ratio_change,delta_largest_component_ratio_change,phase25_improved_largest_component_ratio_change
location1|r100y_p0.5_d3h|0,reliable,reliable,0.8633111808409426,reliable,0.054250106375856165,0.04383911322737222,-0.010410993148483948,True,0.02197212926547917,0.01833022956959769,-0.0036418996958814814,True,-0.0735455288159465,0.036337421093236205,0.10988294990918271,,0.06877007368222181,0.0,-0.06877007368222181,True,0.0,0.0,0.0,False,0.15575827912876847,0.06696175541820734,-0.08879652371056113,True,0.02019967785806953,0.02424212037077659,0.004042442512707058,False,1.0,1.0,0.0,False,-0.11212048311025652,-0.11671227229393732,-0.004591789183680806,
location1|r100y_p0.5_d3h|12,reliable,reliable,0.27551879882812497,reliable,0.04566103801872079,0.03938400777797979,-0.0062770302407409995,True,0.01646554163202758,0.014378259834782548,-0.002087281797245032,True,0.13883917486211564,0.20965349781619919,0.07081432295408355,,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.06218539456361806,0.00782157515681871,-0.05436381940679935,True,0.027901066857162933,0.032064269068168776,0.0041632022110058425,False,0.0,0.0,0.0,False,-0.01082518939535737,-0.016507293938521017,-0.005682104543163646,
location1|r100y_p0.5_d3h|6,reliable,reliable,0.33766517931342716,reliable,0.042562364850843186,0.032812907365550065,-0.009749457485293121,True,0.016251120506515143,0.01291539516538158,-0.0033357253411335636,True,-0.046924032144187756,0.037535569730563656,0.0844596018747514,,0.027250127485976543,0.0,-0.027250127485976543,True,0.0,0.0,0.0,False,0.10606833248342683,0.029704232534421213,-0.07636409994900561,True,0.014966834511474774,0.01963300087150189,0.004666166360027115,False,0.0,0.0,0.0,False,0.006903204219434356,0.011048241570763007,0.004145037351328651,
location1|r200y_p0.5_d3h|0,reliable,reliable,1.1673403928180286,reliable,0.05740980729072209,0.043902228115201065,-0.013507579175521027,True,0.023137740450385583,0.017932938688826682,-0.005204801761558901,True,-0.14291080430469982,-0.05298366810657295,0.08992713619812687,,0.11287221327235877,0.01985137452580159,-0.09302083874655719,True,0.0,0.0,0.0,False,0.16964610507717093,0.0806267214051863,-0.08901938367198463,True,0.013818443986289067,0.01479237550751951,0.0009739315212304433,False,1.0,1.0,0.0,False,-0.12161359092465562,-0.12797913928487176,-0.006365548360216133,
location1|r200y_p0.5_d3h|12,reliable,reliable,0.250081443786621,reliable,0.04600966968828575,0.040125832635916805,-0.005883837052368945,True,0.01661026895388442,0.014667891538599776,-0.0019423774152846438,True,0.060702188879073915,0.16416750633220856,0.10346531745313464,,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0743571667099551,0.009461615524470335,-0.06489555118548476,True,0.023547510565434967,0.029789516495045888,0.006242005929610921,False,0.0,0.0,0.0,False,-0.007889501506280872,-0.017520946312272745,-0.009631444805991873,
location1|r200y_p0.5_d3h|6,reliable,reliable,0.4752424056350733,reliable,0.046455129245471564,0.035254168151204544,-0.01120096109426702,True,0.01766960086206717,0.013945370490397813,-0.0037242303716693587,True,-0.08824248740615614,-0.0016894496526960346,0.08655303775346011,,0.04426596364305202,0.0,-0.04426596364305202,True,0.0,0.0,0.0,False,0.11121670089819441,0.035437294994022255,-0.07577940590417215,True,0.013318128876069445,0.016885484825016617,0.003567355948947172,False,0.0,0.0,0.0,False,0.00047099603525357914,0.007647565101674636,0.007176569066421057,
location1|r300y_p0.6_d3h|0,reliable,reliable,2.175180755582202,reliable,0.06796977901317182,0.05156653022362073,-0.016403248789551086,True,0.02842012214188618,0.021600627782631155,-0.006819494359255024,True,-0.18022998981080182,-0.07931867037217848,0.10091131943862335,,0.1327182398864443,0.04370916032402535,-0.08900907956241894,True,0.0,0.0,0.0,False,0.2009740339198747,0.11274809720760627,-0.08822593671226843,True,0.01790724700957322,0.018112708430981013,0.0002054614214077946,False,1.0,1.0,0.0,False,-0.09577599804583986,-0.18271812017574407,-0.08694212212990421,
location1|r300y_p0.6_d3h|12,reliable,reliable,0.7130547205607096,reliable,0.0463999313589286,0.03700531179401015,-0.009394619564918452,True,0.016656809475261214,0.013359321139067801,-0.003297488336193413,True,-0.016567830403475564,0.05776875002806955,0.07433658043154512,,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.08773045136681501,0.02200324927597655,-0.06572720209083846,True,0.019786801668508682,0.02132577513161491,0.0015389734631062295,False,0.0,0.0,0.0,False,-0.0031341243237154037,-0.009398813302220477,-0.006264688978505073,
location1|r300y_p0.6_d3h|6,reliable,reliable,1.2068207612934438,reliable,0.0529920794798895,0.038938276822084526,-0.014053802657804974,True,0.019929467005334753,0.01524631089250817,-0.004683156112826582,True,-0.1167647912019084,-0.025293686629601925,0.09147110457230648,,0.07660690861390468,0.0,-0.07660690861390468,True,0.0,0.0,0.0,False,0.13085556041393384,0.05010931351114998,-0.08074624690278387,True,0.011466208264788698,0.013191376622736487,0.0017251683579477886,False,0.0,0.0,0.0,False,0.009096825562899091,0.005010637563882869,-0.004086187999016222,
location1|r300y_p0.8_d3h|0,reliable,reliable,1.9864017311943072,reliable,0.06718429978516206,0.04938791866563266,-0.0177963811195294,True,0.02774496600662636,0.021027689910141537,-0.006717276096484821,True,-0.16875015212547637,-0.042973380157762905,0.12577677196771347,,0.09748451912947403,0.0,-0.09748451912947403,True,0.0,0.0,0.0,False,0.2002106940054986,0.10737685963154243,-0.09283383437395616,True,0.025353702541077692,0.029418665854942322,0.00406496331386463,False,1.0,1.0,0.0,False,-0.16473874458290078,-0.05796937207398184,0.10676937250891894,
location1|r300y_p0.8_d3h|12,reliable,reliable,0.7199087778727213,reliable,0.04876601362032119,0.03826307737076864,-0.01050293624955255,True,0.017836275185764295,0.0142023899849879,-0.0036338852007763954,True,0.032700502624776494,0.090265402322421,0.05756489969764451,,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0817135116830342,0.022621063325431765,-0.05909244835760244,True,0.024120470678365792,0.024485569614192175,0.00036509893582638286,False,0.0,0.0,0.0,False,-0.021755021313528355,-0.0326921839792918,-0.010937162665763445,
location1|r300y_p0.8_d3h|6,reliable,reliable,1.526451204899377,reliable,0.06602058762446772,0.052596643030036284,-0.013423944594431435,True,0.026361661845148016,0.021589991374449922,-0.004771670470698094,True,-0.1128880056488219,-0.01155846379697531,0.10132954185184659,,0.04199511491062507,0.0,-0.04199511491062507,True,0.0,0.0,0.0,False,0.14083490618407904,0.06461640945930942,-0.07621849672476962,True,0.022175862498443142,0.025140117075600946,0.0029642545771578037,False,0.0,1.0,1.0,False,-0.046432611861938144,-0.14762677251898942,-0.10119416065705128,
location2|r100y_p0.5_d3h|0,high-risk,high-risk,5.109393099586229,high-risk,0.07851134244808544,0.06543016787014842,-0.013081174577937019,True,0.0168282181994098,0.01225667243777469,-0.004571545761635111,True,-0.38889803981169824,-0.17005932463972348,0.21883871517197476,,0.3542748841780149,0.06422855538396743,-0.29004632879404746,True,1.3470265865325928,1.2711594104766846,-0.0758671760559082,True,0.4270672469465113,0.15864102204127475,-0.2684262249052366,True,0.0056864917033153835,0.007375440058784177,0.0016889483554687933,False,1.0,1.0,0.0,False,-0.3099111783212529,-0.32381742283227605,-0.013906244511023125,
location2|r100y_p0.5_d3h|12,reliable,reliable,2.1333941805946983,reliable,0.031188941873637733,0.021604273975488888,-0.009584667898148845,True,0.007314412766347626,0.0058566001700377235,-0.0014578125963099027,True,-0.10552297787631282,0.24205932152692167,0.3475822994032345,,0.13737008585630367,0.0,-0.13737008585630367,True,0.0,0.0,0.0,False,0.3486970929356831,0.05422503389064618,-0.29447205904503687,True,0.007385415515163,0.008806700040532928,0.0014212845253699282,False,0.0,0.0,0.0,False,-0.007565115846125209,0.019892243909371193,0.027457359755496402,
location2|r100y_p0.5_d3h|6,caution,caution,3.070936264799175,caution,0.04319057286395267,0.03092775130219033,-0.012262821561762338,True,0.00996885081033442,0.007241186869101625,-0.0027276639412327957,True,-0.2869011018722723,-0.08178917859928533,0.20511192327298697,,0.2717471726033189,0.020928020293837862,-0.25081915230948104,True,0.4749866724014282,0.4095611572265625,-0.06542551517486572,True,0.3701511468132333,0.13275552267202198,-0.23739562414121132,True,0.004974699033380177,0.0056533099648939066,0.0006786109315137295,False,0.0,1.0,1.0,False,-0.024984954932415537,-0.08976401971148032,-0.06477906477906478,
location2|r200y_p0.5_d3h|0,high-risk,high-risk,5.657277233958493,high-risk,0.0852540037187421,0.07246067473655553,-0.012793328982186575,True,0.018764604371713952,0.014106982730228318,-0.004657621641485634,True,-0.4631502520037332,-0.3005959111631699,0.1625543408405633,,0.4170647124255709,0.19610024209906432,-0.2209644703265066,True,1.3856186866760254,1.330704927444458,-0.05491375923156738,True,0.4667931688804554,0.23922004841981287,-0.22757312046064254,True,0.004191369088652972,0.0036343581966083,-0.0005570108920446718,True,1.0,1.0,0.0,False,-0.32297236020023606,-0.3389499153944027,-0.01597755519416666,
location2|r200y_p0.5_d3h|12,caution,caution,2.510574456255723,caution,0.039892251313282175,0.024508727994708414,-0.01538352331857376,True,0.008642855372571015,0.006247278623598811,-0.0023955767489722045,True,-0.24851220491483267,0.07282636035650471,0.32133856527133736,,0.2134771607404448,0.0,-0.2134771607404448,True,0.05990946292877197,0.0,-0.05990946292877197,True,0.364895458782794,0.058063656944999334,-0.3068318018377947,True,0.006012723494042803,0.0065098176087657784,0.000497094114722975,False,0.0,0.0,0.0,False,-0.04177086853666781,-0.006603404421835268,0.03516746411483254,
location2|r200y_p0.5_d3h|6,caution,caution,3.5894173677531853,caution,0.05326253942634183,0.04018267006126668,-0.013079869365075145,True,0.012193704755549997,0.009355425104033926,-0.002838279651516071,True,-0.37031757402683074,-0.17982387188157276,0.190493702145258,,0.3143159515104868,0.08485664806619203,-0.22945930344429477,True,0.5593290328979492,0.5250812768936157,-0.034247756004333496,True,0.39455455070232825,0.16490282855493554,-0.2296517221473927,True,0.00447871803408981,0.004467977703072809,-1.0740331017001538e-05,True,0.0,1.0,1.0,False,-0.019780605815518548,-0.08126415185238714,-0.06148354603686859,
location2|r300y_p0.6_d3h|0,high-risk,high-risk,8.414374780117354,high-risk,0.10302081560469602,0.08514002437809236,-0.01788079122660366,True,0.0232937628678198,0.018032154197413604,-0.005261608670406197,True,-0.5862290099812046,-0.2855254809382666,0.30070352904293807,,0.4587266866221506,0.048008289201013125,-0.41071839742113747,True,1.7195007801055908,1.4836711883544922,-0.23582959175109863,True,0.510994704121575,0.1975592908128022,-0.3134354133087728,True,0.005065946573233056,0.01449485594411837,0.009428909370885315,False,1.0,0.0,-1.0,True,-0.3346602279648481,-0.020271068659517888,0.31438915930533023,
location2|r300y_p0.6_d3h|12,caution,caution,3.4126328560071757,caution,0.03757798303670908,0.02783449424755896,-0.009743488789150122,True,0.009615295350112648,0.007796047902129265,-0.0018192474479833834,True,0.03944043722515797,0.2870643451226434,0.24762390789748542,,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.23670793882010197,0.02112163146394756,-0.21558630735615442,True,0.015867707172054997,0.01774167861124383,0.0018739714391888332,False,0.0,0.0,0.0,False,0.0636778434711106,0.012762128999531053,-0.050915714471579554,
