split,location,scenario,scenario_type,sample_id,start_idx,window_step,global_step,valid_pixel_count,rmse,mae,wet_dry_iou,false_dry_rate,false_wet_rate,mean_target_depth,mean_pred_depth,signed_volume_bias_proxy
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start96,96,2,110,16384,0.009628891359708465,0.00447636004537344,0.9497126436781609,0.02045050385299348,0.008147578785549578,0.0676470696926117,0.0692305862903595,0.023408502466452763
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start96,96,3,111,16384,0.009815295382556152,0.004746919963508844,0.9513590844062947,0.016853932584269662,0.00869097061990463,0.06829077005386353,0.07022903859615326,0.028382584363318027
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start96,96,4,112,16384,0.011091091092786042,0.005557042546570301,0.9483834373227453,0.016181229773462782,0.009780515979976897,0.06888632476329803,0.07204148918390274,0.045802478669695945
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start96,96,5,113,16384,0.01096313996458764,0.005619400646537542,0.9521517553793885,0.012334801762114538,0.00978503736805609,0.06944222748279572,0.0727291852235794,0.04733370256013222
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start96,96,6,114,16384,0.012182697241411182,0.00630674185231328,0.9407158836689038,0.011750881316098707,0.01325115562403698,0.06996370851993561,0.07412075996398926,0.05941725405921172
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start96,96,7,115,16384,0.012042732827903788,0.006302297115325928,0.9394868934746236,0.011443661971830986,0.013717632552404439,0.07044991105794907,0.07462047040462494,0.059198929907027846
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start96,96,8,116,16384,0.01471652063909133,0.007705050520598888,0.9312154696132596,0.011436950146627566,0.01618621859102821,0.07090605795383453,0.07668639719486237,0.08152109153764113
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start96,96,9,117,16384,0.015245643675418783,0.007813218981027603,0.9289060347203086,0.011146963919037842,0.01695568400770713,0.07133257389068604,0.07721233367919922,0.08242741664591623
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start96,96,10,118,16384,0.01564283489318293,0.008037930354475975,0.9301237964236588,0.011403508771929825,0.01658438753471151,0.07173842191696167,0.07783332467079163,0.0849600896000319
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start96,96,11,119,16384,0.015528691281320343,0.007988102734088898,0.9291014014839242,0.010245901639344262,0.017196175200493522,0.07211853563785553,0.07814344763755798,0.08354179610574254
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start144,144,0,156,16384,0.006272769744523238,0.0028101736679673195,0.9723789723789724,0.020640143583607537,0.001840349666436623,0.07742591202259064,0.07695774734020233,-0.00604661501761463
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start144,144,1,157,16384,0.006100201004742638,0.002692772774025798,0.974709907765546,0.017985611510791366,0.0019160024524831393,0.07744860649108887,0.07711848616600037,-0.0042624437035737265
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start144,144,2,158,16384,0.0060434969735788545,0.0026722641196101904,0.9767511177347243,0.01532451923076923,0.002068014705882353,0.07746721804141998,0.07727567851543427,-0.002472523614870304
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start144,144,3,159,16384,0.005950968998986008,0.0026222625747323036,0.9823828008360704,0.01141826923076923,0.001608455882352941,0.07748205214738846,0.07749301940202713,0.00014154574297812436
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start144,144,4,160,16384,0.005983970374293402,0.0026379888877272606,0.9787742899850523,0.015338345864661655,0.0015315108354391608,0.07749229669570923,0.07716729491949081,-0.004193988177877941
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start144,144,5,161,16384,0.005896073394173885,0.0025878851301968098,0.9820359281437125,0.011750527267249171,0.0016073478760045925,0.07749909907579422,0.07739213109016418,-0.001380248117793222
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start144,144,6,162,16384,0.005899527678731967,0.0026207691989839077,0.9811207671561283,0.013261000602772756,0.0014541558242767488,0.07750287652015686,0.07729211449623108,-0.002719409051494579
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start144,144,7,163,16384,0.005936735910460688,0.002639607060700655,0.981426003594967,0.012062726176115802,0.0016835016835016834,0.07750123739242554,0.07744746655225754,-0.0006938062149347628
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start144,144,8,164,16384,0.0057528733491283976,0.002747404621914029,0.9783783783783784,0.0160072485653881,0.0014533771896274765,0.077500119805336,0.07698595523834229,-0.006634371253685628
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start144,144,9,165,16384,0.0056071378552248665,0.002740518655627966,0.9777844491143801,0.014821536600120993,0.00191160727940052,0.07749652862548828,0.07718641310930252,-0.004001669773938297
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start144,144,10,166,16384,0.0056030981936161925,0.0028171823360025883,0.9759470835838846,0.015767131594906003,0.0021396912731163073,0.07748909294605255,0.07707399129867554,-0.005356904198969079
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start144,144,11,167,16384,0.0056318007607483464,0.0028678374364972115,0.9762191450933173,0.013986013986013986,0.0025200458190148913,0.07747906446456909,0.07722082734107971,-0.0033329922769972375
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start192,192,0,204,16384,0.004406932834110947,0.002423152793198824,0.9782608695652174,0.018070235254006136,0.0008177830644561742,0.07095512002706528,0.07026000320911407,-0.009796570250125087
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start192,192,1,205,16384,0.004250188659606272,0.0023087486624717712,0.978890023833844,0.015410958904109588,0.0012626262626262627,0.0706789493560791,0.07022050023078918,-0.006486360217103111
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start192,192,2,206,16384,0.00419349715521647,0.002260104985907674,0.9788179022890331,0.012749827705031013,0.0018543242842308262,0.07040391117334366,0.0701739713549614,-0.0032660091541806707
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start192,192,3,207,16384,0.004279831506175664,0.0023233972024172544,0.9797945205479452,0.008318890814558059,0.0025927846507148677,0.07012875378131866,0.07030199468135834,0.002470326231375608
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start192,192,4,208,16384,0.004169148243825937,0.002234067302197218,0.983419689119171,0.009394572025052192,0.0015544041450777201,0.06985406577587128,0.06952554732561111,-0.004702925257267386
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start192,192,5,209,16384,0.00423157878548464,0.002279874635860324,0.979288919571971,0.008388675288360714,0.002662131183908896,0.06958073377609253,0.0696253776550293,0.000641612649277736
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start192,192,6,210,16384,0.0042715633675667304,0.00231077428907156,0.9833275442862105,0.00701508242721852,0.0020690164782383802,0.06930794566869736,0.0693630799651146,0.0007954974842392061
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start192,192,7,211,16384,0.004512777191435505,0.002484144177287817,0.9839944328462074,0.005625879043600563,0.0022156573116691287,0.06903606653213501,0.06941068917512894,0.00542647722867506
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start192,192,8,212,16384,0.004320679772521437,0.002332196105271578,0.9814879497031086,0.009517095523440254,0.0019192441130877686,0.0687641054391861,0.0684744268655777,-0.004212642217306028
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start192,192,9,213,16384,0.004442530252709532,0.0024197720922529697,0.9790429619280475,0.00884016973125884,0.002581882561227501,0.06849279254674911,0.0685272067785263,0.0005024504111684751
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start192,192,10,214,16384,0.004577279275608087,0.0025124775711447,0.977972027972028,0.008156028368794326,0.002948982601002654,0.06822248548269272,0.0683927983045578,0.002496432380908905
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start192,192,11,215,16384,0.004906718399178584,0.002726171165704727,0.9786339754816112,0.006047669868374244,0.003241729904958373,0.06795328855514526,0.06844060122966766,0.007171289055818649
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start240,240,0,252,16384,0.004144330851404085,0.002242758870124817,0.9813935075217736,0.01077414205905826,0.0014411298457991065,0.05894579738378525,0.0586111806333065,-0.005676685452231927
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start240,240,1,253,16384,0.00414195039622732,0.0022076864261180162,0.9813935075217736,0.008796481407437025,0.0018007635237340632,0.05871918052434921,0.058710094541311264,-0.0001547362030057777
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start240,240,2,254,16384,0.004074751162018597,0.0021491199731826782,0.9805401111993646,0.010024057738572574,0.0017278617710583153,0.05849548801779747,0.0583864226937294,-0.0018645083195969905
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start240,240,3,255,16384,0.00417249199669824,0.0022230581380426884,0.9808917197452229,0.007252215954875101,0.0021579628830384117,0.05827311426401138,0.058411721140146255,0.0023785733418485583
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start240,240,4,256,16384,0.004022538124528412,0.002104084473103285,0.9807615230460922,0.010513546300040437,0.0015814822802099058,0.05805245414376259,0.05766410753130913,-0.006689581313681402
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start240,240,5,257,16384,0.004059545017970707,0.002127261832356453,0.9811320754716981,0.008519269776876268,0.0018679502837847548,0.057830810546875,0.05774048715829849,-0.0015618558294854881
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start240,240,6,258,16384,0.004058047043685926,0.0021351699251681566,0.9818621523579202,0.008950366151342554,0.0016515869596438317,0.057610541582107544,0.05746397376060486,-0.002544114626900262
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start240,240,7,259,16384,0.004199207244901643,0.00224687485024333,0.9818328623334679,0.006941608819926501,0.002009329027628274,0.05739021301269531,0.057489119470119476,0.001723402863172588
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start240,240,8,260,16384,0.0041169551388590625,0.0021836087107658386,0.983746444534742,0.0085995085995086,0.0013627886960263951,0.05717001110315323,0.05671404302120209,-0.007975651449995824
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start240,240,9,261,16384,0.004146850747035494,0.002202316652983427,0.984922575387123,0.005349794238683128,0.001719936935645693,0.05694960057735443,0.05672205239534378,-0.003995606285272761
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start240,240,10,262,16384,0.004233345359127957,0.002265980700030923,0.982463295269168,0.005777961205117622,0.002077215099204928,0.05673053488135338,0.05660992115736008,-0.0021260812055721623
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start240,240,11,263,16384,0.004414635153050045,0.002380550839006901,0.9804081632653061,0.0045586406962287605,0.0026483429962064274,0.05651169270277023,0.056610725820064545,0.0017524358687181364
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start288,288,0,300,16384,0.004033894006332504,0.0021873642690479755,0.9753373662168451,0.013647058823529411,0.001683147485798443,0.04884077608585358,0.04826018959283829,-0.011887331437869034
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start288,288,1,301,16384,0.003950945511229708,0.0021141613833606243,0.973463687150838,0.014608859566446749,0.0018230262235310617,0.04864567518234253,0.04823653772473335,-0.00841056180381038
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start288,288,2,302,16384,0.0039249543719894805,0.002096403855830431,0.976558837318331,0.01419782300047326,0.0014014434867913952,0.04845175892114639,0.047962531447410583,-0.010097207709879234
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start288,288,3,303,16384,0.00393602499131207,0.002091062720865011,0.975598310652276,0.013289036544850499,0.0016810254255095608,0.04825857654213905,0.047969259321689606,-0.0059951461725527245
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start288,288,4,304,16384,0.003954343595113826,0.0021228003315627575,0.976897689768977,0.014272121788772598,0.0013303458899313822,0.048066332936286926,0.04738476127386093,-0.014179814035937263
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start288,288,5,305,16384,0.0039136902352590215,0.002064478350803256,0.9759660697455231,0.01333968556455455,0.0016100805040252012,0.0478750541806221,0.04743955656886101,-0.00909654556458685
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start288,288,6,306,16384,0.00392327426622369,0.002075226278975606,0.9773156899810964,0.013829279923700524,0.0013298803107720306,0.04768480733036995,0.047185398638248444,-0.01047311963874577
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start288,288,7,307,16384,0.003991879742007965,0.0021101608872413635,0.9782300047326077,0.011950286806883365,0.0014693534844668346,0.047495462000370026,0.04721464216709137,-0.005912561357471756
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start288,288,8,308,16384,0.0040462714354960235,0.002174154855310917,0.9804947668886774,0.01056168987037926,0.0013285784210894343,0.04730675369501114,0.04659910500049591,-0.014958724478907866
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start288,288,9,309,16384,0.004018103221050629,0.0021265135146677494,0.9766999524488825,0.010597302504816955,0.0018870561923399498,0.0471191480755806,0.046613916754722595,-0.010722420533741289
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start288,288,10,310,16384,0.004067519232579033,0.002152032684534788,0.975702715578847,0.009671179883945842,0.0021654093322157025,0.046933501958847046,0.04652402922511101,-0.008724529741997058
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start288,288,11,311,16384,0.0041921431582129555,0.0022203861735761166,0.975702715578847,0.008712487899322363,0.00230479117195139,0.046748362481594086,0.04653941094875336,-0.004469708065667494
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start336,336,0,348,16384,0.0040981155305795545,0.0022148247808218002,0.969263381028087,0.01825013419216318,0.0016527787342469527,0.04062867909669876,0.039927706122398376,-0.017253156880439692
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start336,336,1,349,16384,0.004025295369909941,0.0021563852205872536,0.9686337054758107,0.0193756727664155,0.0015833677543714718,0.04048091173171997,0.039951954036951065,-0.013066842423769468
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start336,336,2,350,16384,0.003990656985699742,0.0021278983913362026,0.9706979222163026,0.01884760366182014,0.001376746747435809,0.04033374786376953,0.03982272371649742,-0.012669889964060247
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start336,336,3,351,16384,0.004053726374700266,0.0021768363658338785,0.9691160809371672,0.017278617710583154,0.0017891549683457198,0.040187813341617584,0.0398547500371933,-0.008287669239256
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start336,336,4,352,16384,0.003993596118764302,0.002124440623447299,0.971107544141252,0.017857142857142856,0.0014446890478811228,0.04004215449094772,0.039462797343730927,-0.014468680683697261
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start336,336,5,353,16384,0.004058166050341135,0.002166571794077754,0.9700374531835206,0.016811279826464208,0.0017193947730398899,0.039897624403238297,0.03951512277126312,-0.009587077869832475
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start336,336,6,354,16384,0.004076954914114372,0.002177464310079813,0.967828418230563,0.019021739130434784,0.001718921892189219,0.039755210280418396,0.03932392969727516,-0.010848404023048607
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start336,336,7,355,16384,0.004224729430055368,0.002267502946779132,0.9699570815450643,0.016856987493202826,0.0017188037126160192,0.039614759385585785,0.039352476596832275,-0.006620835083222635
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start336,336,8,356,16384,0.004126892688226209,0.0022017890587449074,0.9661108122646584,0.020185488270594652,0.0017868187753419008,0.03947559371590614,0.03891685605049133,-0.014154002836179626
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start336,336,9,357,16384,0.004222648463178066,0.002262985799461603,0.9671513193322563,0.019115237575095576,0.0017865732151446437,0.039337970316410065,0.038931429386138916,-0.010334568026799232
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start336,336,10,358,16384,0.0043245234413863305,0.0023216712288558483,0.9660743134087237,0.01913613996719519,0.0019237375472346272,0.03920144960284233,0.03886883705854416,-0.008484700123794802
test,location1,r200y_p0.5_d3h,design,location1/r200y_p0.5_d3h/start336,336,11,359,16384,0.004532509132787914,0.002427008468657732,0.9671689989235738,0.017495899398578457,0.001992442459635864,0.03906558081507683,0.03888761252164841,-0.004555629014473441
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start0,0,0,12,16384,0.0022354769819511395,0.0013529970310628414,0.8333333333333334,0.0,6.105378838756945e-05,7.546183769591153e-05,-0.00030314899049699306,-5.0172489797901845
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start0,0,1,13,16384,0.0022277785082336493,0.0013555712066590786,0.7777777777777778,0.0,0.0001221224888563229,0.00013749283971264958,-0.00030796340433880687,-3.239850489541338
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start0,0,2,14,16384,0.002244825570414497,0.0013716515386477113,0.65,0.13333333333333333,0.0003054554340521718,0.00023137152311392128,-0.00019595582853071392,-1.8469314887737087
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start0,0,3,15,16384,0.0023512262469935984,0.001385233597829938,0.6216216216216216,0.3235294117647059,0.0001834862385321101,0.0003359180991537869,-0.00015727736172266304,-1.4682015113769138
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start0,0,4,16,16384,0.002344978003519074,0.0014060530811548233,0.7450980392156863,0.15555555555555556,0.0003672195360793194,0.0004378656449262053,8.183749741874635e-06,-0.9813099067334824
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start0,0,5,17,16384,0.0023942294286996195,0.0014179450226947665,0.7666666666666667,0.17857142857142858,0.0002449779519843214,0.0005363306263461709,7.421257760142908e-05,-0.8616290512682208
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start0,0,6,18,16384,0.002460929548561973,0.0014275782741606236,0.8636363636363636,0.09523809523809523,0.00018381226640524478,0.0006349307368509471,0.00023584975861012936,-0.6285425402779072
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start0,0,7,19,16384,0.002398246217991187,0.001433547935448587,0.8333333333333334,0.13043478260869565,0.00018387986515476556,0.0007348648505285382,0.0003276217030361295,-0.5541742093114217
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start0,0,8,20,16384,0.0023745622963743085,0.0014444899279624224,0.8271604938271605,0.14102564102564102,0.000183981356555869,0.0008334147860296071,0.00047394397552125156,-0.43132281372265613
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start0,0,9,21,16384,0.00243629184363535,0.0014606887707486749,0.872093023255814,0.0963855421686747,0.0001840377890926937,0.0009450734942220151,0.000591241056099534,-0.37439674298955566
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start0,0,10,22,16384,0.00250901155311318,0.0014915327774360776,0.82,0.0989010989010989,0.0005523844595838704,0.0010640514083206654,0.0007954155444167554,-0.25246511757160617
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start0,0,11,23,16384,0.0026889875165382812,0.0015248716808855534,0.8108108108108109,0.1509433962264151,0.00030716304214276936,0.0011821166845038533,0.0008982570143416524,-0.24012830026279494
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start48,48,0,60,16384,0.0037481553013467366,0.002052105963230133,0.936141304347826,0.033660589060308554,0.0014676791525748197,0.01002185232937336,0.010076696053147316,0.005472413878341942
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start48,48,1,61,16384,0.003657593028351138,0.002007918432354927,0.9568151147098516,0.027434842249657063,0.0007665282657297988,0.010320138186216354,0.01023082248866558,-0.008654505970672395
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start48,48,2,62,16384,0.0036583993417447676,0.0020080339163541794,0.952755905511811,0.025503355704697986,0.001087026024681885,0.01062018796801567,0.010585465468466282,-0.0032694806960066086
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start48,48,3,63,16384,0.0036719890533413136,0.0020123629365116358,0.9495472186287193,0.0316622691292876,0.0009599385639319084,0.010922928340733051,0.010757426731288433,-0.01515176189771755
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start48,48,4,64,16384,0.0036295864735468703,0.0019960685167461634,0.9617346938775511,0.02204928664072633,0.0008326394671107411,0.011227721348404884,0.011234700679779053,0.00062161601250996
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start48,48,5,65,16384,0.0036203848597323686,0.0020094504579901695,0.9539227895392279,0.03647798742138365,0.0005131823721855154,0.011539924889802933,0.011417939327657223,-0.010570741431211615
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start48,48,6,66,16384,0.003627705397834945,0.002018414903432131,0.9534883720930233,0.03109452736318408,0.000834403080872914,0.011852753348648548,0.011798514984548092,-0.004576013902005352
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start48,48,7,67,16384,0.003773190950120165,0.0020737217273563147,0.9589371980676329,0.029339853300733496,0.0006424257998201208,0.012168915010988712,0.012013919651508331,-0.012736990877199643
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start48,48,8,68,16384,0.0038370218299162494,0.0020899963565170765,0.9622195985832349,0.021608643457382955,0.0009002636486399588,0.012489835731685162,0.012477999553084373,-0.0009476648736669291
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start48,48,9,69,16384,0.004020626901844436,0.0021546061616390944,0.9571759259259259,0.03048065650644783,0.0007082608975597193,0.012815337628126144,0.012762443162500858,-0.004127434419612737
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start48,48,10,70,16384,0.00413032856294291,0.0022020763717591763,0.946067415730337,0.02883506343713956,0.0014822452793710125,0.013145620003342628,0.01320289634168148,0.004357066332686315
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start48,48,11,71,16384,0.004381619465830331,0.0022933748550713062,0.9489456159822419,0.032805429864253395,0.0010967741935483872,0.013486236333847046,0.013444434851408005,-0.0030995662098943035
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start96,96,0,108,16384,0.00520065493354622,0.0028090160340070724,0.9514398644833427,0.02657423454650491,0.0027298164198457653,0.03205025568604469,0.032008182257413864,-0.0013127330103999278
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start96,96,1,109,16384,0.0054504522150452,0.0028953421860933304,0.9499722067815453,0.0333710407239819,0.0021209633278598795,0.032862842082977295,0.0324440523982048,-0.012743562583998825
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start96,96,2,110,16384,0.005510355123091837,0.002936712931841612,0.9455634186173109,0.041390728476821195,0.0017156189953335163,0.03371068462729454,0.033212654292583466,-0.0147736642022344
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start96,96,3,111,16384,0.005921702882874857,0.0031199923250824213,0.9414582224587547,0.04790096878363832,0.0014456836018174309,0.034600455313920975,0.033798426389694214,-0.02317972168141026
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start96,96,4,112,16384,0.005852956223873236,0.0030261692591011524,0.939927498705334,0.05073221757322176,0.001312880044223328,0.035527121275663376,0.03498627990484238,-0.01522333787262082
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start96,96,5,113,16384,0.006516420246203164,0.00329271936789155,0.9327263530601922,0.05918367346938776,0.0011785912368275097,0.036498889327049255,0.03553660959005356,-0.026364630670625732
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start96,96,6,114,16384,0.006620046616226787,0.003319898620247841,0.9323122529644269,0.05885286783042394,0.0013213714444676263,0.037508755922317505,0.03664793074131012,-0.02294997954051574
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start96,96,7,115,16384,0.007516833859220331,0.0036989841610193253,0.9224096385542169,0.07042253521126761,0.0011169284467713787,0.038569532334804535,0.03722824528813362,-0.03477581825539942
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start96,96,8,116,16384,0.0074448420435784075,0.003649486228823662,0.9180711610486891,0.07325141776937619,0.0014017381553125877,0.039688654243946075,0.03872733935713768,-0.024221402945528946
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start96,96,9,117,16384,0.008515344246558367,0.004019332583993673,0.9077691958200818,0.0834862385321101,0.0014784567727400733,0.040876589715480804,0.03947380557656288,-0.03431754333426352
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start96,96,10,118,16384,0.009488337695406168,0.004330785013735294,0.9023746701846965,0.0920353982300885,0.0009912206173888418,0.04214245080947876,0.040566422045230865,-0.03739765329199627
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start96,96,11,119,16384,0.01118898114339102,0.004957079421728849,0.8965962947005601,0.09913419913419913,0.0007815830609634787,0.04348716884851456,0.04118499159812927,-0.05293923038321504
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start144,144,0,156,16384,0.007770388746437053,0.0034727284219115973,0.9691323692992213,0.024082889946793615,0.0019511433700148287,0.08136928081512451,0.08117735385894775,-0.0023587151595062814
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start144,144,1,157,16384,0.0076930135405332304,0.0034001837484538555,0.9708414329352958,0.02072829131652661,0.0024192289683159043,0.0814480185508728,0.08163343369960785,0.002276484462531587
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start144,144,2,158,16384,0.0076520383497263485,0.0033172923140227795,0.9708333333333333,0.02045964125560538,0.0024968789013732834,0.08152056485414505,0.08164787292480469,0.0015616681617382619
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start144,144,3,159,16384,0.007605734855837609,0.003271864028647542,0.9733110925771477,0.017676767676767676,0.002574102964118565,0.08158773928880692,0.08189283311367035,0.0037394567801842487
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start144,144,4,160,16384,0.007411136817437811,0.0031552903819829226,0.9696294232376707,0.021372328458942633,0.0025724976613657625,0.08164118975400925,0.08153872191905975,-0.0012550997267217238
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start144,144,5,161,16384,0.007398431278786189,0.003171083517372608,0.9729503625209147,0.016629086809470124,0.002960423808039888,0.08168583363294601,0.08181098103523254,0.0015320576006958243
test,location1,r200y_p0.7_d3h,design,location1/r200y_p0.7_d3h/start144,144,6,162,16384,0.007335835919493208,0.003162189619615674,0.970678581401843,0.017801638881039843,0.0032697547683923707,0.081719771027565,0.08186942338943481,0.0018312870923161615
