split,location,scenario,scenario_type,sample_id,start_idx,window_step,global_step,valid_pixel_count,rmse,mae,wet_dry_iou,false_dry_rate,false_wet_rate,mean_target_depth,mean_pred_depth,signed_volume_bias_proxy
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start96,96,3,111,16384,0.005823228774710214,0.002016433048993349,0.5891089108910891,0.39285714285714285,0.00037064492216456633,0.0022730305790901184,0.0012130795512348413,-0.4663162201185915
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start96,96,4,112,16384,0.006214394748662815,0.0021453683730214834,0.6348547717842323,0.33766233766233766,0.0006190800470500836,0.002733068075031042,0.0018253972521051764,-0.3321069208697103
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start96,96,5,113,16384,0.00804018015270319,0.0025150091387331486,0.5679442508710801,0.4199288256227758,0.0003726013786251009,0.0033060028217732906,0.001990917604416609,-0.397787082544379
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start96,96,6,114,16384,0.009188315846143134,0.0028588350396603346,0.5680473372781065,0.41284403669724773,0.0006850594756181104,0.003998570144176483,0.002602220047265291,-0.3492123550576788
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start96,96,7,115,16384,0.011707788794916837,0.0033530909568071365,0.5150753768844221,0.4730077120822622,0.0005626758361988121,0.004748722538352013,0.0027918322011828423,-0.41208773967414947
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start96,96,8,116,16384,0.013525161801478619,0.0037129977717995644,0.52,0.46652267818574517,0.0007537214999057848,0.005559534765779972,0.0034048249945044518,-0.3875701586647469
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start96,96,9,117,16384,0.016009885861623694,0.0041986750438809395,0.5146520146520146,0.4708097928436911,0.0009461931495615972,0.006411608774214983,0.003844119608402252,-0.4004438287217682
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start96,96,10,118,16384,0.017337728149806168,0.004552464000880718,0.5395348837209303,0.4405144694533762,0.0014592056845577973,0.007285849656909704,0.004671089816838503,-0.35888193734431967
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start96,96,11,119,16384,0.019721986338986135,0.005112950224429369,0.5370629370629371,0.452991452991453,0.0008289758959316414,0.008166790939867496,0.0049903504550457,-0.388945977460436
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start144,144,0,156,16384,0.006160803992307559,0.003288551699370146,0.9458023379383634,0.019823788546255508,0.004530477759472817,0.0318458266556263,0.03320592641830444,0.04270888544944879
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start144,144,1,157,16384,0.005860972621292911,0.003139832988381386,0.9429175475687104,0.025669033315128344,0.004191575620147049,0.032195083796978,0.03330611437559128,0.03450932402038253
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start144,144,2,158,16384,0.005795035550087687,0.0030796483624726534,0.9450026441036489,0.024563318777292575,0.004054425508521166,0.032512228935956955,0.03343350440263748,0.028336275205716226
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start144,144,3,159,16384,0.005750875326505399,0.002999198390170932,0.9408970976253298,0.028337874659400544,0.004123994776273283,0.03278123214840889,0.03340095281600952,0.018904739907121253
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start144,144,4,160,16384,0.00607287404398621,0.0031386753544211388,0.9452631578947368,0.026558265582655827,0.0037829286745993534,0.03301657736301422,0.033805638551712036,0.02389893961515635
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start144,144,5,161,16384,0.006366636025280232,0.0032180342823266983,0.9418848167539267,0.028617710583153346,0.003991191852463528,0.03320905566215515,0.03402838110923767,0.02467174783341455
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start144,144,6,162,16384,0.006626626008708898,0.003329141531139612,0.9419456066945606,0.0275377969762419,0.004128819157720892,0.03337158262729645,0.03427424281835556,0.027048767843595684
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start144,144,7,163,16384,0.006699994775774562,0.003304197220131755,0.9434850863422292,0.028032345013477088,0.003854360245027187,0.03351964056491852,0.03424198180437088,0.02154979072801755
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start144,144,8,164,16384,0.007156600826487055,0.0035539069212973118,0.9341286307053942,0.029110512129380053,0.005024433890839012,0.03364783152937889,0.03483179211616516,0.03518683175028739
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start144,144,9,165,16384,0.007241067905437807,0.0035573970526456833,0.9316416364577939,0.031233171782444804,0.005093962965512494,0.03376046568155289,0.03484402596950531,0.03209553737123043
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start144,144,10,166,16384,0.00729856094757709,0.0035366774536669254,0.9316770186335404,0.03329752953813104,0.004820272689712161,0.03386019915342331,0.034787990152835846,0.027400636222150977
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start144,144,11,167,16384,0.007440281226628036,0.003547611180692911,0.9330565646081993,0.0338527673293928,0.00454451559595125,0.03394615650177002,0.0346774160861969,0.021541749045690946
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start192,192,0,204,16384,0.0036327173488311377,0.0022150534205138683,0.9718875502008032,0.016260162601626018,0.0014322739053335152,0.03354399651288986,0.03346102684736252,-0.0024734579702052266
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start192,192,1,205,16384,0.0036526957608178866,0.0022317427210509777,0.9696100917431193,0.01571594877764843,0.0017728078549024955,0.03351517766714096,0.03356064483523369,0.0013566142642682363
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start192,192,2,206,16384,0.003642586111094807,0.002220917958766222,0.9706728004600345,0.016317016317016316,0.0015680392691573494,0.03348695486783981,0.033529043197631836,0.0012568574825071203
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start192,192,3,207,16384,0.003748698072972719,0.0022671804763376713,0.9718228867165037,0.012273524254821741,0.0019082668847543107,0.03345722705125809,0.0335996076464653,0.0042556005908403706
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start192,192,4,208,16384,0.0036580446901718394,0.002219460904598236,0.9693995381062356,0.016403046280023433,0.0017033453703072835,0.03342299908399582,0.033428698778152466,0.00017053209804191255
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start192,192,5,209,16384,0.0037619463725785413,0.002260799054056406,0.967128027681661,0.01584507042253521,0.0020435967302452314,0.03338142856955528,0.0334814079105854,0.0029950587891048068
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start192,192,6,210,16384,0.0037418604941490984,0.0022467526141554117,0.9710312862108922,0.012956419316843345,0.0019065776930409914,0.03333292156457901,0.03331667557358742,-0.0004873857504544724
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start192,192,7,211,16384,0.0038717582275161803,0.002297830069437623,0.9710480602200348,0.014109347442680775,0.0017707552952393926,0.03327488154172897,0.0333632156252861,0.0026546776266160987
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start192,192,8,212,16384,0.003784274981629388,0.0022680852562189102,0.9703660662405578,0.01880141010575793,0.001294101621032557,0.033211492002010345,0.03314010053873062,-0.0021496012065764067
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start192,192,9,213,16384,0.003905200491301083,0.002309831790626049,0.9709471237652527,0.01763668430335097,0.0013621194578764557,0.033142201602458954,0.03317779302597046,0.0010739003986043117
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start192,192,10,214,16384,0.003970818596662943,0.0023279711604118347,0.9691322073383809,0.016548463356973995,0.0017016063163626464,0.03306958079338074,0.03308773785829544,0.0005490563980278129
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start192,192,11,215,16384,0.00412619203295497,0.002381525468081236,0.9685497961560862,0.014226437462951986,0.0020412329046744235,0.03299490362405777,0.033074550330638885,0.0024139093566875112
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start240,240,0,252,16384,0.0034019657569945953,0.0020934813655912876,0.9729206963249516,0.015013054830287207,0.0012792889846485322,0.029787374660372734,0.029718764126300812,-0.002303342770358258
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start240,240,1,253,16384,0.003379024218840353,0.0020813338924199343,0.9767141009055628,0.009186351706036745,0.0014804845222072679,0.029694445431232452,0.029701706022024155,0.0002445100653089019
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start240,240,2,254,16384,0.0033565900366716805,0.002058880403637886,0.9765625,0.013157894736842105,0.001076426264800861,0.0295993834733963,0.029513271525502205,-0.0029092480244223037
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start240,240,3,255,16384,0.0034240520573595983,0.0020938683301210403,0.9765472312703583,0.011213720316622692,0.0012779122948614473,0.029502615332603455,0.02956906333565712,0.0022522750035734364
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start240,240,4,256,16384,0.0033506216236670263,0.002047076355665922,0.9712230215827338,0.015904572564612324,0.0013445378151260505,0.02940346859395504,0.0293024443089962,-0.0034357948157044526
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start240,240,5,257,16384,0.0034156554932494357,0.002071436494588852,0.9712230215827338,0.013944223107569721,0.0015459067078908454,0.029303502291440964,0.02934570610523224,0.001440231047181074
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start240,240,6,258,16384,0.003422918205966097,0.0020584212616086006,0.9711096520026264,0.0133422281521014,0.0016123614376889485,0.029204295948147774,0.02915938012301922,-0.0015379869183733566
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start240,240,7,259,16384,0.0035712356614568492,0.0021094572730362415,0.9697766097240473,0.012048192771084338,0.001880456682337139,0.0291055329144001,0.02919589728116989,0.00310471438662724
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start240,240,8,260,16384,0.0035453036076237097,0.0020746365189552307,0.971542025148908,0.015425888665325285,0.001342912777815081,0.02900819294154644,0.028889643028378487,-0.004086773464546376
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start240,240,9,261,16384,0.0037008476767999114,0.0021003533620387316,0.9701986754966887,0.016778523489932886,0.0013428226131328052,0.028912590816617012,0.02888629585504532,-0.0009094640372588418
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start240,240,10,262,16384,0.0038277451765973054,0.0021102456375956535,0.9688328912466844,0.014834794335805798,0.0016777397490101336,0.028818100690841675,0.02880045585334301,-0.0006122831510638847
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start240,240,11,263,16384,0.004018700286045725,0.002154021058231592,0.9661803713527851,0.015540540540540541,0.001878690284487386,0.028723180294036865,0.028801459819078445,0.0027253084178088588
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start288,288,0,300,16384,0.0035452216437220478,0.0021012499928474426,0.9727540500736377,0.016381236038719285,0.000997274117412406,0.0251060388982296,0.024763602763414383,-0.013639592299021078
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start288,288,1,301,16384,0.0034427081444303007,0.0020585088059306145,0.9712389380530974,0.016430171769977596,0.0011299435028248588,0.0250099990516901,0.02471049688756466,-0.0119752969005092
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start288,288,2,302,16384,0.003478541939581395,0.0020749419927597046,0.9740356083086054,0.01647940074906367,0.0008638447737391189,0.024913450703024864,0.024518143385648727,-0.015867224580340473
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start288,288,3,303,16384,0.003433278003957519,0.0020429538562893867,0.9725519287833828,0.013544018058690745,0.001262039189637994,0.02481735497713089,0.02455444633960724,-0.01059374126557486
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start288,288,4,304,16384,0.0034406861772480054,0.0020479150116443634,0.9716417910447761,0.01809954751131222,0.0009297383450657458,0.024721510708332062,0.024318834766745567,-0.016288484402807057
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start288,288,5,305,16384,0.0033926173983057227,0.002020837040618062,0.9678864824495892,0.01669195751138088,0.0013938669852648347,0.02462705597281456,0.02436002716422081,-0.010842904198070574
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start288,288,6,306,16384,0.003457269070876922,0.0020459338556975126,0.9655172413793104,0.02053231939163498,0.0012608666799389474,0.024533167481422424,0.024190053343772888,-0.013985725157966537
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start288,288,7,307,16384,0.003523154962564847,0.0020448723807930946,0.9655172413793104,0.016042780748663103,0.001658374792703151,0.024442099034786224,0.024222787469625473,-0.008972697674149224
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start288,288,8,308,16384,0.0035200931608938375,0.0020714281126856804,0.9629629629629629,0.021505376344086023,0.0013923882774167882,0.024352330714464188,0.02395177260041237,-0.016448450817642082
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start288,288,9,309,16384,0.0035594478011797396,0.0020612424705177546,0.9584592145015106,0.02158828064764842,0.001789620202823623,0.024264708161354065,0.023979220539331436,-0.011765549378307358
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start288,288,10,310,16384,0.0036548607335210874,0.002081902464851737,0.9613050075872535,0.021621621621621623,0.0015242892173106236,0.024178333580493927,0.023938752710819244,-0.009908907447118956
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start288,288,11,311,16384,0.0038024312942048564,0.002110500819981098,0.9530658591975776,0.02251552795031056,0.0021860095389507153,0.024093255400657654,0.02396131306886673,-0.005476318147829976
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start336,336,0,348,16384,0.0034903627916786067,0.0020729980897158384,0.9666110183639399,0.01947502116850127,0.001118200355193054,0.021063819527626038,0.02080562524497509,-0.012257714338670416
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start336,336,1,349,16384,0.003493718662972044,0.0020751184783875942,0.9707846410684474,0.016074450084602367,0.0010524930930140772,0.02098177745938301,0.020756039768457413,-0.01075874965133846
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start336,336,2,350,16384,0.003454390836432713,0.002056269207969308,0.9689336691855583,0.021204410517387615,0.0007892140743176587,0.020899469032883644,0.02060066908597946,-0.014297011394597853
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start336,336,3,351,16384,0.0035228938363884342,0.002082531340420246,0.9696969696969697,0.016225448334756618,0.0011174653257082759,0.020817378535866737,0.020626451820135117,-0.009171506172243002
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start336,336,4,352,16384,0.0034747917783418563,0.0020656692795455456,0.9661876584953508,0.021404109589041095,0.0009858044164037854,0.02073557674884796,0.020448101684451103,-0.013863856688376412
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start336,336,5,353,16384,0.0036217848610201474,0.002118336269631982,0.9653130287648054,0.018916595012897677,0.0012482754089744431,0.02065328136086464,0.020488006994128227,-0.008002329695153725
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start336,336,6,354,16384,0.003642744157504509,0.0021208266261965036,0.9660729431721798,0.019793459552495698,0.0011168046248850349,0.020572349429130554,0.02034800872206688,-0.010904962888974037
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start336,336,7,355,16384,0.0038311898620758756,0.002183207543566823,0.9635284139100933,0.020689655172413793,0.0012480294272201786,0.020491287112236023,0.020380347967147827,-0.005413966652292446
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start336,336,8,356,16384,0.003808538710826153,0.002171262400224805,0.9626485568760611,0.019878997407087293,0.0013791291784330465,0.0204109326004982,0.02020716667175293,-0.009983175817272365
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start336,336,9,357,16384,0.004026673849265526,0.0022350717335939407,0.9609507640067911,0.019064124783362217,0.0015758371634931056,0.02033107914030552,0.02023860439658165,-0.004548442465139098
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start336,336,10,358,16384,0.0041768744598506425,0.002270104130730033,0.9575911789652247,0.018260869565217393,0.001903636602336878,0.020251553505659103,0.020210590213537216,-0.0020227234473859206
test,location1,G1135_intensity_103,measured,location1/G1135_intensity_103/start336,336,11,359,16384,0.004453478121298461,0.0023474483750760555,0.9525423728813559,0.019197207678883072,0.0022312639453996586,0.02017390727996826,0.02023598551750183,0.00307715489478878
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start0,0,0,12,16384,0.0017835673055845462,0.001272125169634819,1.0,0.0,0.0,0.0,-0.0003967025550082326,-649957466.1254883
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start0,0,1,13,16384,0.001775104634342434,0.0012658634223043919,1.0,0.0,0.0,0.0,-0.000405834405682981,-664919090.2709961
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start0,0,2,14,16384,0.0017815808501668083,0.0012675721663981676,1.0,0.0,0.0,0.0,-0.000390535598853603,-639853525.1617432
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start0,0,3,15,16384,0.001775937858288552,0.0012646332615986466,1.0,0.0,0.0,0.0,-0.0003934134729206562,-644568634.0332031
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start0,0,4,16,16384,0.0017609340594594985,0.0012580172624439,1.0,0.0,0.0,0.0,-0.00042136633419431746,-690366601.9439697
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start0,0,5,17,16384,0.0017628968323750022,0.0012584057403728366,1.0,0.0,0.0,0.0,-0.00041616399539634585,-681843090.057373
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start0,0,6,18,16384,0.0017647680737545328,0.001258371165022254,1.0,0.0,0.0,0.0,-0.000409716711146757,-671279859.5428467
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start0,0,7,19,16384,0.0017680284640790962,0.0012593467254191637,1.0,0.0,0.0,0.0,-0.0004033058066852391,-660776233.6730957
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start0,0,8,20,16384,0.001766372568680792,0.001259981538169086,1.0,0.0,0.0,0.0,-0.0004134322516620159,-677367401.1230469
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start0,0,9,21,16384,0.0017695874733014581,0.001261100172996521,1.0,0.0,0.0,0.0,-0.0004108650900889188,-673161363.6016846
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start0,0,10,22,16384,0.0017762028610265395,0.0012632831931114197,1.0,0.0,0.0,0.0,-0.00040470034582540393,-663061046.6003418
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start0,0,11,23,16384,0.001782326468923691,0.0012649379204958677,1.0,0.0,0.0,0.0,-0.0004037361068185419,-661481237.411499
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start48,48,0,60,16384,0.0017763359875777403,0.001263579586520791,1.0,0.0,0.0,8.817896741675213e-06,-0.00044696839177049696,-51.688775891197665
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start48,48,1,61,16384,0.0017736089983866553,0.0012604233343154192,1.0,0.0,0.0,1.3586884051619563e-05,-0.00046802149154245853,-35.44656550864362
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start48,48,2,62,16384,0.001830146050010849,0.0012684859102591872,1.0,0.0,0.0,2.202821269747801e-05,-0.00044892774894833565,-21.379671974010535
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start48,48,3,63,16384,0.0019438654366901232,0.0012735717464238405,0.0,1.0,0.0,3.163544533890672e-05,-0.00046450376976281404,-15.683016622229939
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start48,48,4,64,16384,0.002096552290069831,0.0012850582133978605,0.0,1.0,0.0,4.169844032730907e-05,-0.0004844309005420655,-12.617482494298542
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start48,48,5,65,16384,0.002289298126482623,0.0012965949717909098,0.0,1.0,0.0,5.3640862461179495e-05,-0.00048552703810855746,-10.051439813443324
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start48,48,6,66,16384,0.002492673165591322,0.0013120588846504688,0.0,1.0,0.0,6.813147774664685e-05,-0.0004809751408174634,-8.059514290971547
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start48,48,7,67,16384,0.0027701399061771624,0.0013306126929819584,0.0,1.0,0.0,8.966891618911177e-05,-0.0004702050646301359,-6.243791099676875
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start48,48,8,68,16384,0.0031495665704595853,0.0013568815775215626,0.0,1.0,0.0,0.00011878967052325606,-0.0004827726515941322,-5.064096225434158
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start48,48,9,69,16384,0.0035736795517282293,0.0013946136459708214,0.0,1.0,0.0,0.0001657926186453551,-0.00046085132635198534,-3.7796854294085707
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start48,48,10,70,16384,0.004105894560896657,0.001443826244212687,0.0,1.0,0.0,0.0002286246744915843,-0.0004171119653619826,-2.824439843553879
test,location1,G1135_intensity_161,measured,location1/G1135_intensity_161/start48,48,11,71,16384,0.004828864333802942,0.0015123247867450118,0.037037037037037035,0.9629629629629629,0.0,0.0003051265957765281,-0.00036880356492474675,-2.2086903273251703
