location,scenario_type,scenario_count,reliable_count,caution_count,high_risk_count,mean_rmse,mean_mae,mean_wet_dry_iou,mean_false_dry_rate,mean_false_wet_rate,mean_absolute_relative_volume_bias_proxy
location1,design,10,10,0,0,0.0061764919577708775,0.0027279995653467872,0.9636727474115053,0.02188935306444089,0.0022241602977062973,0.007418798653546327
location1,measured,6,5,1,0,0.005260558547291166,0.002341523989647006,0.9394610752685256,0.035277034800214664,0.0018682467411165245,0.013532241849216186
location2,design,10,6,1,3,0.005176490943211667,0.001825430409129088,0.9340122442259187,0.04576438545363085,0.0010854931082523462,0.02221588928350425
location2,measured,6,1,1,4,0.004710698181590888,0.0015057189852490816,0.8949290685700221,0.0662558420651749,0.0010257234061913786,0.029097337423607036
location3,design,10,10,0,0,0.006328218599768268,0.0030776314747830236,0.9507087833714479,0.030623607478188118,0.002317111180286219,0.010502463268290395
location3,measured,6,6,0,0,0.005922131186770374,0.0027190976802052725,0.9255127329679492,0.04146015469778092,0.002340902188429236,0.013284276311011131
