warning_level,n,phase10_rmse_mean,phase25_rmse_mean,delta_rmse_mean,phase25_improved_rmse,phase10_mae_mean,phase25_mae_mean,delta_mae_mean,phase25_improved_mae,phase10_relative_volume_bias_mean,phase25_relative_volume_bias_mean,delta_relative_volume_bias_mean,phase25_improved_relative_volume_bias,phase10_wet_area_contraction_mean,phase25_wet_area_contraction_mean,delta_wet_area_contraction_mean,phase25_improved_wet_area_contraction,phase10_peak_depth_underprediction_mean,phase25_peak_depth_underprediction_mean,delta_peak_depth_underprediction_mean,phase25_improved_peak_depth_underprediction,phase10_false_dry_rate_mean,phase25_false_dry_rate_mean,delta_false_dry_rate_mean,phase25_improved_false_dry_rate,phase10_false_wet_rate_mean,phase25_false_wet_rate_mean,delta_false_wet_rate_mean,phase25_improved_false_wet_rate,phase10_connectivity_loss_indicator_mean,phase25_connectivity_loss_indicator_mean,delta_connectivity_loss_indicator_mean,phase25_improved_connectivity_loss_indicator,phase10_largest_component_ratio_change_mean,phase25_largest_component_ratio_change_mean,delta_largest_component_ratio_change_mean,phase25_improved_largest_component_ratio_change
caution,6,0.03695549670303085,0.03349146530928392,-0.0034640313937469255,True,0.00819499605385631,0.008021873757237964,-0.00017312229661834645,True,-0.06406263254439394,0.06218008611005358,0.12624271865444753,,0.06512050595286537,0.02319949459497403,-0.041921011357891336,True,0.31888745228449505,0.2948976755142212,-0.023989776770273846,True,0.16789351026212743,0.055858265646469445,-0.11203524461565802,True,0.006293768148201214,0.010192750008322793,0.003898981860121579,False,0.16666666666666666,0.16666666666666666,0.0,False,-0.05279425409726277,-0.051516709772301765,0.0012775443249610219,
high-risk,4,0.08050271984178493,0.07614802950735144,-0.004354690334433486,True,0.0169374792797134,0.01600845153942724,-0.0009290277402861599,True,-0.39171793703512403,-0.2974300651474716,0.09428787188765239,,0.31704067172506456,0.15861857282811814,-0.1584220988969464,True,1.3772084712982178,1.3016772270202637,-0.0755312442779541,True,0.3739624164852153,0.24964170458458548,-0.12432071190062977,True,0.004889275218940973,0.00801839338487415,0.003129118165933177,False,1.0,0.75,-0.25,True,-0.3146053308025328,-0.22373513184617647,0.09087019895635633,
reliable,28,0.040292208329674124,0.038025821830730264,-0.0022663864989438615,True,0.01513519417650952,0.014486014402357065,-0.000649179774152458,True,-0.025800365058619816,0.019693763127182542,0.04549412818580235,,0.04242950782392979,0.00655427372819841,-0.03587523409573138,True,0.03657787186758859,0.038621834346226284,0.0020439624786376953,False,0.10156960088603349,0.05052539903275062,-0.05104420185328286,True,0.013490371116989395,0.017864360818442584,0.0043739897014531915,False,0.25,0.2857142857142857,0.03571428571428571,False,-0.03613339584732389,-0.038741604669232634,-0.0026082088219087263,
