batch,sample_index,timestep,target_volume_proxy,phase25_prediction_volume_proxy,phase27_prediction_volume_proxy,phase25_volume_bias,phase27_volume_bias,delta_volume_bias,phase25_relative_volume_bias,phase27_relative_volume_bias,phase25_absolute_relative_volume_bias,phase27_absolute_relative_volume_bias,delta_absolute_relative_volume_bias,target_wet_count,phase25_predicted_wet_count,phase27_predicted_wet_count,phase25_overlap_wet_count,phase27_overlap_wet_count,phase25_overlap_volume_difference,phase27_overlap_volume_difference,delta_overlap_volume_difference,phase25_false_dry_count,phase27_false_dry_count,delta_false_dry_count,phase25_false_dry_volume_loss,phase27_false_dry_volume_loss,delta_false_dry_volume_loss,false_dry_volume_loss_decrease,phase25_false_wet_count,phase27_false_wet_count,delta_false_wet_count,phase25_false_wet_volume_excess,phase27_false_wet_volume_excess,delta_false_wet_volume_excess,already_wet_both_phase_count,already_wet_depth_amplification_sum,already_wet_depth_amplification_mean,dry_or_threshold_phase27_minus_phase25_predicted_volume,shallow_phase27_minus_phase25_predicted_volume,moderate_phase27_minus_phase25_predicted_volume,deep_phase27_minus_phase25_predicted_volume
test_batch_0000,0,10,964.7847073506708,1022.0561362355947,1015.2752872779965,57.27142888492392,50.49057992732571,-6.780848957598209,0.0593618746737736,0.05233352015495185,0.0593618746737736,0.05233352015495185,-0.00702835451882175,2712,3026,3014,2688,2694,4.274388171732426,-3.949217427521944,-8.22360559925437,24,18,-6,1.5838911794126034,1.123324677348137,-0.4605665020644665,0.4605665020644665,338,320,-18,22.200589895248413,20.824902303516865,-1.3756875917315483,2681,-8.15725827217102,-0.0030426177814886313,1.2520404681563377,0.4699624627828598,0.8487211018800735,-9.35157299041748
test_batch_0000,0,11,925.8254474084623,1170.4838001206517,1201.7948514074087,244.6583527121894,275.9694039989464,31.311051286756992,0.2642596975456098,0.29807930293062246,0.2642596975456098,0.29807930293062246,0.03381960538501266,2631,3176,3198,2628,2630,141.43764062598348,146.384843762964,4.947203136980534,3,1,-2,0.1757766306400299,0.059141501784324646,-0.11663512885570526,0.11663512885570526,548,568,20,39.27042298018932,40.17569442093372,0.9052714407444,2628,4.94337061047554,0.0018810390450820168,26.356656804680824,0.13067150115966797,2.9884894266724586,1.8352335542440414
test_batch_0000,1,0,1128.792211981074,950.4524504542351,957.371714182198,-178.33976152683886,-171.42049779887589,6.919263727962971,-0.15799166545793716,-0.15186187145818994,0.15799166545793716,0.15186187145818994,-0.006129793999747224,3173,2932,2930,2858,2857,-165.24128941819072,-158.56826438382268,6.673025034368038,315,316,1,25.859475921839476,25.103832695633173,-0.7556432262063026,0.7556432262063026,74,73,-1,5.315521761775017,5.208230726420879,-0.10729103535413742,2802,7.454634480178356,0.0026604691221193276,-0.6658990755677223,2.1117305755615234,4.610172584652901,0.8632596433162689
test_batch_0000,1,1,1094.0261217521659,1041.4964163079858,983.8033076003194,-52.52970544418008,-110.22281415184648,-57.6931087076664,-0.048015037666605004,-0.10074970968272329,0.048015037666605004,0.10074970968272329,0.052734672016118284,3036,3021,2934,2892,2831,-68.20495338365436,-113.52796003222466,-45.3230066485703,144,205,61,10.372622389346361,15.358056083321571,4.98543369397521,-4.98543369397521,129,103,-26,8.968182697892189,6.976606711745262,-1.9915759861469269,2811,-46.61841434985399,-0.016584281163235143,-9.602039158344269,-9.225461319088936,-15.520303055644035,-23.345305174589157
test_batch_0000,1,2,1048.6717403431967,933.870840832591,1155.844966262579,-114.80089951060563,107.17322591938228,221.9741254299879,-0.10947267394946189,0.1021990216731766,0.10947267394946189,0.1021990216731766,-0.007273652276285292,2916,2831,3099,2752,2859,-117.21053754910827,30.334177941083908,147.54471549019217,164,57,-107,11.849938414990902,3.66008372977376,-8.189854685217142,8.189854685217142,79,240,161,5.143259845674038,15.994898848235607,10.85163900256157,2746,148.81732357293367,0.054194218344112775,70.36212313175201,30.892418935894966,53.71138061583042,67.0082027465105
test_batch_0000,1,3,1005.9027698431008,1166.3564905747771,815.3093636333942,160.4537207316763,-190.5934062097066,-351.0471269413829,0.15951215718066217,-0.18947497901753949,0.15951215718066217,0.18947497901753949,0.029962821836877318,2797,3114,2613,2776,2568,85.97026619315147,-175.41906344518065,-261.38932963833213,21,229,208,1.4669092372059822,17.18305565044284,15.716146413236856,-15.716146413236856,338,45,-293,23.675561130046844,2.886572040617466,-20.78898908942938,2568,-261.60818653553724,-0.10187234678175126,-81.54310061782598,-56.35643008351326,-93.69793210178614,-119.4496641382575
test_batch_0000,1,4,964.7847073506708,852.3484328463674,972.7801884487271,-112.43627450430347,7.9954810980563025,120.43175560235977,-0.1165402743717372,0.008287321551781367,0.1165402743717372,0.008287321551781367,-0.10825295281995582,2712,2686,2827,2595,2660,-114.84698972478509,-20.972758658230305,93.87423106655478,117,52,-65,8.521407350897789,3.487155105918646,-5.034252244979143,5.034252244979143,91,167,76,5.778666593134403,10.595193184912205,4.8165265917778015,2586,94.61412503570318,0.03658705531156349,24.079124301671982,19.51625717431307,36.23680070787668,40.59957341849804
test_batch_0000,1,5,925.8254474084623,1103.3417320251465,1156.5126445963979,177.51628461668417,230.68719718793557,53.17091257125139,0.19173839422277844,0.24916921200823192,0.19173839422277844,0.24916921200823192,0.057430817785453475,2631,3008,3045,2618,2623,108.96591981127858,130.69349463656545,21.727574825286865,13,8,-5,0.7785608246922493,0.5169561952352524,-0.2616046294569969,0.2616046294569969,390,422,32,26.760209426283836,29.21368134021759,2.453471913933754,2615,21.67473652213812,0.008288618172901767,31.42274981737137,5.212933033704758,8.995956338942051,7.539273381233215
test_batch_0000,1,6,889.3964001580915,792.9945168122649,783.804694250226,-96.4018833458266,-105.5917059078655,-9.189822562038898,-0.1083902333410512,-0.11872288429444543,0.1083902333410512,0.11872288429444543,0.010332650953394223,2555,2587,2566,2475,2460,-102.00633100420237,-110.6892409697175,-8.682909965515137,80,95,15,5.704327493906021,6.447648048400879,0.7433205544948578,-0.7433205544948578,112,106,-6,6.934828691184521,6.471175253391266,-0.46365343779325485,2428,-8.623046435415745,-0.0035515018267774897,-0.3614046350121498,-2.3094316571950912,-0.15313580632209778,-6.36585046350956
test_batch_0000,1,7,854.4429711810661,932.2287021949887,923.0264150574803,77.7857310139226,68.58344387641421,-9.202287137508392,0.09103677323999992,0.08026684774715119,0.09103677323999992,0.08026684774715119,-0.010769925492848734,2474,2771,2725,2458,2455,40.075762279331684,26.883741602301598,-13.192020677030087,16,19,3,0.8986313194036484,1.1314577534794807,0.23282643407583237,-0.23282643407583237,313,270,-43,20.690444231033325,17.492081314325333,-3.1983629167079926,2449,-13.26361184567213,-0.005415929704235252,4.108561009168625,-5.0288538336753845,-4.146624252200127,-4.135370060801506
test_batch_0000,1,8,820.9881256428197,1102.4818997457623,1115.7820924073458,281.49377410294267,294.7939667645261,13.300192661583424,0.3428719189848666,0.35907214435495893,0.3428719189848666,0.35907214435495893,0.016200225370092358,2387,2945,2933,2384,2384,184.39138826355338,176.63479233905673,-7.756595924496651,3,3,0,0.17627675086259842,0.17627675086259842,0.0,0.0,561,549,-12,41.44653770327568,39.49382547289133,-1.9527122303843498,2384,-7.756595924496651,-0.0032536056730271185,21.099746711552143,-4.48928689211607,-3.0007776394486427,-0.30948951840400696
test_batch_0000,1,9,789.1600180487147,751.2196898981929,745.5324190482497,-37.94032815052185,-43.62759900046501,-5.687270849943161,-0.0480768504267784,-0.05528359014986468,0.0480768504267784,0.05528359014986468,0.007206739723086275,2303,2452,2410,2257,2256,-54.40260309353471,-61.50512709096074,-7.102523997426033,46,47,1,3.2713845036923885,2.772643256932497,-0.4987412467598915,0.4987412467598915,195,154,-41,12.697123125195503,9.88214012235403,-2.8149830028414726,2233,-6.496030390262604,-0.0029091045187024647,0.9183464869856834,-2.906583897769451,-1.6585592180490494,-2.040474221110344
test_batch_0000,1,10,758.3511734858247,853.2262595370412,863.9790001958609,94.8750860512165,105.62782671003617,10.752740658819675,0.12510706038089858,0.13928616504212538,0.12510706038089858,0.13928616504212538,0.014179104661226793,2231,2610,2569,2221,2220,47.173392575234175,51.16441856324673,3.9910259880125523,10,11,1,0.5686491318047047,0.6049705073237419,0.03632137551903725,-0.03632137551903725,389,349,-40,26.663272961974144,23.451032303273678,-3.212240658700466,2213,3.963515855371952,0.0017910148465304799,6.785844825208187,-2.3437982574105263,2.3120371475815773,3.9986569434404373
test_batch_0000,1,11,728.5790530742587,942.1294211447239,936.3901374638081,213.5503680704652,207.81108438954936,-5.7392836809158325,0.2931052809841066,0.2852279152312775,0.2931052809841066,0.2852279152312775,-0.007877365752829102,2161,2731,2658,2158,2157,133.34480627253652,117.55606220290065,-15.788744069635868,3,4,1,0.17627675086259842,0.2417641282081604,0.06548737734556198,-0.06548737734556198,573,501,-72,42.63225954025984,35.513913713395596,-7.1183458268642426,2157,-15.796478629112244,-0.007323355878123433,10.1071837246418,-8.08633018285036,-4.571139819920063,-3.1889974027872086
test_batch_0001,0,0,889.3964001580915,887.4223306700587,930.9026449620724,-1.9740694880327965,41.50624480398085,43.480314292013645,-0.002219560915337526,0.0466678803698812,0.002219560915337526,0.0466678803698812,0.044448319454543674,2555,2746,2852,2522,2542,-27.99302264302969,7.264025691896677,35.25704833492637,33,13,-20,1.9960819333791733,0.7679480202496052,-1.228133913129568,1.228133913129568,224,310,86,14.205272577703,20.27486788481474,6.06959530711174,2519,35.075355522334576,0.013924317396718768,7.8648877292871475,12.472305692732334,18.036179706454277,5.1069411635398865
test_batch_0001,0,1,854.4429711810661,915.3653739690781,968.4502040594816,60.92240278801194,114.0072328784155,53.08483009040356,0.07130072438164128,0.13342872107757783,0.07130072438164128,0.13342872107757783,0.06212799669593655,2474,2770,2887,2459,2465,29.055967912077904,71.39647391811013,42.34050600603223,15,9,-6,1.0078781992197037,0.5139295645058155,-0.49394863471388817,0.49394863471388817,311,422,111,20.39637839794159,29.280796870589256,8.884418472647667,2456,42.4006550014019,0.01726411034259035,10.517130210995674,14.051462233066559,20.871185213327408,7.645052433013916
test_batch_0001,0,2,820.9881256428197,902.3267872780561,981.3572899475694,81.33866163523646,160.3691643047497,79.03050266951323,0.09907410240744904,0.19533676468119826,0.09907410240744904,0.19533676468119826,0.09626266227374922,2387,2745,2897,2375,2386,45.61595272272825,101.25372205302119,55.63776933029294,12,1,-11,0.7047051228582859,0.059141501784324646,-0.6455636210739613,0.6455636210739613,370,511,141,24.94619257003069,38.57233712822199,13.6261445581913,2375,55.61675972491503,0.023417583042069486,23.24179871380329,20.56348742544651,24.475055269896984,10.75016126036644
test_batch_0001,0,3,789.1600180487147,992.5814281702042,890.4300027415156,203.42141012148943,101.2699846928009,-102.15142542868853,0.25776953402235336,0.1283262993267221,0.25776953402235336,0.1283262993267221,-0.12944323469563127,2303,2845,2689,2297,2295,139.07641506195068,65.46843621879816,-73.60797884315252,6,8,2,0.36408692598342896,0.5290649980306625,0.16497807204723358,-0.16497807204723358,548,394,-154,40.57414925843477,28.277913011610508,-12.296236246824265,2292,-73.66180846095085,-0.03213865988697681,-28.43618592619896,-16.83120898157358,-23.88300560414791,-33.001024916768074
test_batch_0001,0,4,758.3511734858247,841.2136670723557,925.5552228614688,82.86249358653106,167.2040493756441,84.34155578911304,0.10926665176193577,0.22048366933630031,0.10926665176193577,0.22048366933630031,0.11121701757436454,2231,2568,2756,2212,2228,51.507301926612854,108.69998427852988,57.19268235191703,19,3,-16,1.3436624556779861,0.16891662403941154,-1.1747458316385746,1.1747458316385746,356,528,172,24.00516175478697,40.1419917717576,16.136830016970634,2211,57.2105688303709,0.025875426879407918,26.67065228521824,21.092475451529026,25.8764194175601,10.70200863480568
test_batch_0001,0,5,728.5790530742587,1119.2628044560552,1148.3005298152566,390.68375138179647,419.7214767409979,29.03772535920143,0.5362269883182826,0.5760822727059903,0.5362269883182826,0.5760822727059903,0.03985528438770769,2161,2961,3008,2158,2160,261.8892737366259,257.8322683237493,-4.057005412876606,3,1,-2,0.18847031146287918,0.059141501784324646,-0.12932880967855453,0.12932880967855453,803,848,45,66.0323016345501,71.09773343801498,5.0654318034648895,2158,-4.033173061907291,-0.0018689402511155196,33.07436901330948,2.3903005868196487,1.5494738966226578,-7.976418137550354
test_batch_0001,0,6,699.899308628307,685.1032283753157,717.295458689332,-14.796080252991374,17.39615006102497,32.19223031401634,-0.02114029842662561,0.02485521823863303,0.02114029842662561,0.02485521823863303,0.0037149198120074167,2089,2297,2390,2059,2069,-28.460664320737123,-7.029788922518492,21.43087539821863,30,20,-10,2.2793844789266586,1.4542175009846687,-0.8251669779419899,0.8251669779419899,238,321,83,15.603147879242897,22.067912817001343,6.464764937758446,2054,21.553812205791473,0.0104935794575421,10.320193737745285,8.495178423821926,9.954630888998508,3.4222272634506226
test_batch_0001,0,7,672.5930852027458,842.0211214125156,863.481395766139,169.42803620976986,190.88831056339325,21.46027435362339,0.25190273277742276,0.2838095049785589,0.25190273277742276,0.2838095049785589,0.031906772201136135,2040,2497,2550,2030,2034,119.71766301617026,121.5751341804862,1.857471164315939,10,6,-4,0.6551434323191643,0.34023675695061684,-0.31490667536854744,0.31490667536854744,467,516,49,34.95079508423805,39.32693327963352,4.37613819539547,2029,1.9205242693424225,0.0009465373431948854,19.46519634127617,3.8025509789586067,2.010758377611637,-3.8182313442230225
test_batch_0001,0,8,646.8720032404652,1068.1737181395292,1092.1475331038237,421.301714899064,445.27552986335843,23.973814964294434,0.6512906924222698,0.6883518341074858,0.6512906924222698,0.6883518341074858,0.037061141685216015,1983,2775,2842,1981,1981,276.93419433012605,256.40362449735403,-20.530569832772017,2,2,0,0.11264824867248535,0.11540987715125084,0.0027616284787654877,-0.0027616284787654877,794,861,67,70.08120965212584,71.88103920221329,1.799829550087452,1980,-20.532126858830452,-0.010369761039813359,44.52528543025255,-3.412081055343151,-7.040713503956795,-10.098675906658173
test_batch_0001,0,9,622.6074178776922,568.7928480654955,582.8519922867417,-53.81456981219674,-39.755425590950495,14.059144221246243,-0.08643419314796572,-0.06385311907536598,0.08643419314796572,0.06385311907536598,-0.02258107407259974,1925,2068,2071,1863,1859,-63.31401505321264,-56.279512353241444,7.034502699971199,62,66,4,4.4385593347251415,4.549158122390509,0.11059878766536713,-0.11059878766536713,205,212,7,14.052814804017544,14.557521641254425,0.5047068372368813,1836,7.172932706773281,0.00390682609301377,6.865842916071415,3.2253693863749504,1.938010536134243,2.029921382665634
