paired_step_records,target_volume_proxy_total,phase25_prediction_volume_proxy_total,phase27_prediction_volume_proxy_total,phase25_volume_bias_total,phase27_volume_bias_total,delta_volume_bias_total,phase25_relative_volume_bias,phase27_relative_volume_bias,delta_relative_volume_bias,phase25_absolute_relative_volume_bias,phase27_absolute_relative_volume_bias,delta_absolute_relative_volume_bias,mean_step_delta_absolute_relative_volume_bias,positive_delta_volume_bias_record_fraction,absolute_relative_volume_bias_worsening_record_fraction,top_10_percent_share_of_positive_abs_rel_worsening,timestep_count,false_wet_delta_volume_excess_total,false_dry_volume_loss_delta_total,false_dry_volume_loss_decrease_total,already_wet_depth_amplification_total,overlap_volume_difference_delta_total,dominant_depth_bin_by_absolute_delta,dominant_depth_bin_delta,false_wet_expansion_explains_worsening,already_wet_amplification_explains_worsening,broad_behavior_more_than_half_records_worsen,small_number_timesteps_dominate,phase25_already_near_zero_aggregate_volume_bias,recommended_redesign_direction
456,321485.9729248464,322440.2226870954,329414.3459623903,954.2497622490046,7928.3730375439045,6974.1232752949,0.0029682469613443413,0.024661645313518284,0.021693398352173942,0.0029682469613443413,0.024661645313518284,0.021693398352173942,0.01709525814960488,0.7346491228070176,0.5153508771929824,0.5907501429967829,12,-184.07081075012684,-809.610759600997,809.610759600997,1396.2036527618766,948.0913535952568,dry_or_threshold,5362.817127406597,False,False,True,True,True,tolerance-band volume consistency
