phase24_case_key,seed,run_name,run_root,maps_path,summary_path,batch_index,sample_index,split,location,event,start_idx,input_steps,pred_steps,alignment_mode,scenario_key,warning_level,risk_score,risk_category,phase23_case_role,phase23_selection_basis,prediction_key,target_key,wet_threshold,target_max_depth,predicted_max_depth,peak_depth_bias,peak_depth_underprediction,rmse,mae,false_dry_rate,false_wet_rate
seed123|batch10|sample0|location2|r300y_p0.6_d3h|12,seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0010\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0010\summary.json,10,0,test,location2,r300y_p0.6_d3h,12,12,12,mass_preserving,location2|r300y_p0.6_d3h|12,caution,3.233023843186218,caution,,,prediction,target,0.05,1.178109884262085,1.3149914741516113,0.13688158988952637,0.0,0.043169311097277854,0.009521715371541742,0.21534352998300557,0.01055369751021925
seed123|batch10|sample1|location2|r300y_p0.6_d3h|18,seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0010\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0010\summary.json,10,1,test,location2,r300y_p0.6_d3h,18,12,12,mass_preserving,location2|r300y_p0.6_d3h|18,caution,3.393198537664933,caution,,,prediction,target,0.05,1.0229902267456055,1.1544888019561768,0.1314985752105713,0.0,0.031348593428718596,0.0063211890522373625,0.23810257200061605,0.005065355179759619
seed123|batch11|sample0|location2|r300y_p0.6_d3h|24,seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0011\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0011\summary.json,11,0,test,location2,r300y_p0.6_d3h,24,12,12,mass_preserving,location2|r300y_p0.6_d3h|24,caution,3.3117061219129367,caution,,,prediction,target,0.05,0.9036679267883301,1.0677762031555176,0.1641082763671875,0.0,0.025017700927651737,0.005604015968660563,0.2343942324599965,0.0038654731538175476
seed123|batch11|sample1|location2|r300y_p0.8_d3h|0,seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0011\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0011\summary.json,11,1,test,location2,r300y_p0.8_d3h,0,12,12,mass_preserving,location2|r300y_p0.8_d3h|0,high-risk,8.73513925840442,high-risk,high-risk,"Selected as a high-risk case, prioritizing Phase-13-like location2+r300y evidence and then stronger risk evidence.",prediction,target,0.05,2.8395590782165527,1.3124234676361084,-1.5271356105804443,1.5271356105804443,0.0970282462315086,0.021595283791636704,0.5846616876602385,0.0036156851331534817
seed123|batch12|sample0|location2|r300y_p0.8_d3h|6,seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0012\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0012\summary.json,12,0,test,location2,r300y_p0.8_d3h,6,12,12,mass_preserving,location2|r300y_p0.8_d3h|6,high-risk,6.4048322225375305,high-risk,,,prediction,target,0.05,2.4863128662109375,1.4905707836151123,-0.9957420825958252,0.9957420825958252,0.07299738591263104,0.014900515445125847,0.4082875264270613,0.004951754219814594
seed123|batch12|sample1|location2|r300y_p0.8_d3h|12,seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0012\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0012\summary.json,12,1,test,location2,r300y_p0.8_d3h,12,12,12,mass_preserving,location2|r300y_p0.8_d3h|12,caution,3.48738920559396,caution,,,prediction,target,0.05,1.1866930723190308,1.2784371376037598,0.091744065284729,0.0,0.04214400012152972,0.00916971606858199,0.2520123106060606,0.005665391156462585
seed123|batch13|sample0|location3|r100y_p0.5_d3h|0,seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0013\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0013\summary.json,13,0,test,location3,r100y_p0.5_d3h,0,12,12,mass_preserving,location3|r100y_p0.5_d3h|0,reliable,1.1353644409186099,reliable,,,prediction,target,0.05,1.866689920425415,2.3132736682891846,0.44658374786376953,0.0,0.06397034631644113,0.024251907013147885,0.18233063085006437,0.02488249766186729
seed123|batch13|sample1|location3|r100y_p0.5_d3h|6,seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0013\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0013\summary.json,13,1,test,location3,r100y_p0.5_d3h,6,12,12,mass_preserving,location3|r100y_p0.5_d3h|6,reliable,0.23370692071096733,reliable,,,prediction,target,0.05,1.866689920425415,2.229633092880249,0.362943172454834,0.0,0.05791106543125183,0.01927918442400104,0.109152288072018,0.017072775093561355
seed123|batch14|sample0|location3|r100y_p0.5_d3h|12,seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0014\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0014\summary.json,14,0,test,location3,r100y_p0.5_d3h,12,12,12,mass_preserving,location3|r100y_p0.5_d3h|12,reliable,0.191398286819458,reliable,,,prediction,target,0.05,1.7803488969802856,2.230635166168213,0.45028626918792725,0.0,0.05815413677120377,0.01919315083373107,0.08076065822544695,0.023062767418143698
seed123|batch14|sample1|location3|r200y_p0.5_d3h|0,seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0014\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0014\summary.json,14,1,test,location3,r200y_p0.5_d3h,0,12,12,mass_preserving,location3|r200y_p0.5_d3h|0,reliable,1.4346567777441823,reliable,,,prediction,target,0.05,1.9122755527496338,2.3243467807769775,0.41207122802734375,0.0,0.06673784793422391,0.024966371084100627,0.2092311741290259,0.01753193230291617
