metric,n,phase10_mean,phase25_mean,delta_mean_phase25_minus_phase10,lower_is_better,phase25_improved
rmse,38,0.0596144420370073,0.05470461332614293,-0.004909828710864371,True,True
mae,38,0.018480891790323962,0.01750424781315547,-0.0009766439771684914,True,True
relative_volume_bias,38,-0.11235841507466669,-0.01766932104299606,0.09468909403167065,False,
wet_area_contraction,38,0.11039331443061387,0.029003995328516316,-0.08138931910209755,True,True
peak_depth_underprediction,38,0.20566651695653013,0.20828098372409218,0.002614466767562063,True,False
false_dry_rate,38,0.20465290104634326,0.09163329138693659,-0.11301960965940666,True,True
false_wet_rate,38,0.013688828095942504,0.01870343221457846,0.005014604118635962,True,False
connectivity_loss_indicator,38,0.2894736842105263,0.3684210526315789,0.07894736842105263,True,False
largest_component_ratio_change,38,-0.05874619008955133,-0.06720880665239151,-0.008462616562840185,False,
