seed,run_name,run_root,batch_index,sample_index,split,location,event,start_idx,input_steps,pred_steps,alignment_mode,count,rmse,mae,bias,wet_dry_iou,wet_dry_class_error_rate,pred_wet_fraction,target_wet_fraction,target_max_depth,target_mean_depth,prediction_max_depth,prediction_mean_depth,max_abs_error,source
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,5,0,test,location1,r300y_p0.8_d3h,6,12,12,mass_preserving,196608,0.07228415401455976,0.031678391557218556,-0.013559792191446986,0.7898726344557314,0.041453043619791664,0.16985066731770834,0.18324788411458334,2.071625232696533,0.06895214231149611,2.5820722579956055,0.05539235012004914,0.9180594682693481,saved_evaluation_test_forecast_maps
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,5,1,test,location1,r300y_p0.8_d3h,12,12,12,mass_preserving,196608,0.056926563196362634,0.02369258865879278,3.136986342684896e-05,0.8247088486012727,0.029703776041666668,0.15900675455729166,0.15019734700520834,2.0355610847473145,0.05494106622156817,2.4148635864257812,0.054972436084995024,0.8290433287620544,saved_evaluation_test_forecast_maps
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,6,0,test,location2,r100y_p0.5_d3h,0,12,12,mass_preserving,196608,0.07993443075870817,0.020482807617576763,-0.011207147934017496,0.5406938398628149,0.035420735677083336,0.046356201171875,0.07245890299479167,2.62091064453125,0.02205993303671192,1.4583251476287842,0.010852785102694421,2.578624799847603,saved_evaluation_test_forecast_maps
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,6,1,test,location2,r100y_p0.5_d3h,6,12,12,mass_preserving,196608,0.043864287909736094,0.013116900111887786,-0.007324921645518355,0.651887243191591,0.018529256184895832,0.039805094401041664,0.048121134440104164,1.6813663244247437,0.013366811099562143,1.162208080291748,0.006041889454043788,1.5844613909721375,saved_evaluation_test_forecast_maps
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,7,0,test,location2,r100y_p0.5_d3h,12,12,12,mass_preserving,196608,0.03148919373680302,0.01119286362825784,-0.0035947878511359186,0.6021187484602119,0.016428629557291668,0.032384236653645836,0.0337677001953125,0.9571658968925476,0.008554873652128822,1.1105873584747314,0.004960085800992904,0.876869335770607,saved_evaluation_test_forecast_maps
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,7,1,test,location2,r200y_p0.5_d3h,0,12,12,mass_preserving,196608,0.08622933281898958,0.02225274683336409,-0.014783461887989341,0.50704582963057,0.039499918619791664,0.043024698893229164,0.07773335774739583,2.6825506687164307,0.024820950491215885,1.3884646892547607,0.010037488603226544,2.63944810628891,saved_evaluation_test_forecast_maps
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,8,0,test,location2,r200y_p0.5_d3h,6,12,12,mass_preserving,196608,0.05117026371968443,0.014340096558256715,-0.008872300098358526,0.663996399639964,0.018987019856770832,0.041163126627604164,0.052866617838541664,1.7939974069595337,0.01596762866996719,1.1890647411346436,0.007095328571608661,1.6916273087263107,saved_evaluation_test_forecast_maps
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,8,1,test,location2,r200y_p0.5_d3h,12,12,12,mass_preserving,196608,0.03843746239662236,0.012202216882186876,-0.004866390476019551,0.6329823758297093,0.0163116455078125,0.034383138020833336,0.0381927490234375,1.1040637493133545,0.010524457785412366,1.1500685214996338,0.005658067309392815,0.9601480215787888,saved_evaluation_test_forecast_maps
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,9,0,test,location2,r300y_p0.6_d3h,0,12,12,mass_preserving,196608,0.10117675408162265,0.025405211114805787,-0.018155127327590115,0.49508178603006187,0.046473185221354164,0.049250284830729164,0.08835856119791667,2.7899465560913086,0.028809237841890056,1.4618170261383057,0.01065411051429995,2.7500986605882645,saved_evaluation_test_forecast_maps
seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,9,1,test,location2,r300y_p0.6_d3h,6,12,12,mass_preserving,196608,0.06297659765057725,0.017915367338895174,-0.0064129350665039315,0.6145324684789738,0.0269012451171875,0.055775960286458336,0.0569000244140625,2.03947114944458,0.018165162742208724,1.6559131145477295,0.011752227675704793,1.9305633306503296,saved_evaluation_test_forecast_maps
