phase,seed,run_name,run_dir,batch_file,batch_name,batch_index,sample_index,timestep,pixel_count,sum_sq_error,sum_abs_error,target_volume_proxy,prediction_volume_proxy,volume_bias,relative_volume_bias,absolute_relative_volume_bias,target_wet_area,prediction_wet_area,target_dry_area,false_dry_count,false_wet_count,false_dry_rate,false_dry_volume_loss,false_wet_rate,false_wet_volume_excess,wet_area_contraction,peak_depth_target,peak_depth_prediction,peak_depth_underprediction,rmse,mae
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0011/forecast_maps.npz,test_batch_0011,11,1,7,16384,109.2729333175293,274.6633009300067,468.2673289489803,322.1422564163804,-146.12507253259992,-0.31205481035923505,0.31205481035923505,1325,1178,15059,190,43,0.14339622641509425,22.547504521906376,0.00285543528786772,2.4593692794442177,0.11094339622641501,2.2640597820281982,1.1061947345733643,1.157865047454834,0.08166694899977121,0.01676411748840373
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0011/forecast_maps.npz,test_batch_0011,11,1,8,16384,64.7655476910955,300.2638977402303,406.4938922283118,516.623155452311,110.12926322399926,0.27092476745540783,0.27092476745540783,1152,1418,15232,41,307,0.03559027777777775,4.991236075758934,0.020154936974789914,19.30287602543831,0.0,1.9364433288574219,1.3607237339019775,0.5757195949554443,0.06287269139255008,0.018326653914808977
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0011/forecast_maps.npz,test_batch_0011,11,1,9,16384,69.72843215589516,324.6904951883489,364.54319273806414,181.62485053390265,-182.9183422041615,-0.5017741267647086,0.5017741267647086,1074,822,15310,257,5,0.23929236499068882,52.62617398798466,0.0003265839320705421,0.3023751750588417,0.2346368715083797,1.651800274848938,0.9227240085601807,0.7290762662887573,0.06523715008875376,0.01981753510671075
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0011/forecast_maps.npz,test_batch_0011,11,1,10,16384,26.53603906525552,182.30093392381696,330.41376902627326,314.0758668407798,-16.337902185493476,-0.04944679585733092,0.04944679585733092,1012,1006,15372,73,67,0.07213438735177859,10.658457312732935,0.004358574030705178,3.9240314662456512,0.005928853754940706,1.3550732135772705,1.1725687980651855,0.18250441551208496,0.04024464300505068,0.011126765986561094
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0011/forecast_maps.npz,test_batch_0011,11,1,11,16384,15.799674339867334,236.40372150866278,301.1550277374363,453.0339512452483,151.87892350781203,0.5043213943624677,0.5043213943624677,941,1208,15443,14,281,0.014877789585547275,1.3120698817074299,0.01819594638347471,18.35512486100197,0.0,1.2056608200073242,1.3136944770812988,0.0,0.031053753268049874,0.014428938080362719
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,0,0,16384,208.5642736918354,463.13182146957206,542.709371868671,193.48556119948626,-349.2238106691848,-0.6434821817554534,0.6434821817554534,1584,1022,14800,567,5,0.35795454545454525,79.89533603936434,0.0003378378378378378,0.333468958735466,0.3547979797979796,2.4863128662109375,0.8654935359954834,1.620819330215454,0.1128262072080283,0.028267323087742435
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,0,1,16384,150.62989171800194,380.6401019514824,468.2673289489803,214.15623518824577,-254.11109376073455,-0.5426624452555401,0.5426624452555401,1325,1068,15059,269,12,0.20301886792452817,31.883103977888823,0.0007968656617305265,0.7202653288841248,0.19396226415094325,2.2640597820281982,0.9266314506530762,1.337428331375122,0.09588388277979167,0.023232428097624658
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,0,2,16384,83.22624093417538,293.49369638901135,406.4938922283118,245.434004239738,-161.0598879885738,-0.3962172398352109,0.3962172398352109,1152,1065,15232,122,35,0.10590277777777769,12.36130740866065,0.0022977941176470585,2.098056063055992,0.07552083333333327,1.9364433288574219,1.0298335552215576,0.9066097736358643,0.0712722008886883,0.01791343361749337
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,0,3,16384,42.121569376735515,211.7318608161413,364.54319273806414,313.7254760786891,-50.81771665937504,-0.1394010851709664,0.1394010851709664,1074,1152,15310,47,125,0.043761638733705734,4.210366640239954,0.008164598301763552,7.700954519212246,0.0,1.651800274848938,1.1236002445220947,0.5282000303268433,0.05070400939180517,0.012923087208016437
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,0,4,16384,31.477069513035353,223.3250759290213,330.41376902627326,242.0771348774433,-88.33663414882994,-0.26735155259769294,0.26735155259769294,1012,955,15372,88,31,0.08695652173913035,7.958855710923672,0.002016653655997918,1.8252645954489708,0.056324110671936704,1.3550732135772705,1.0335116386413574,0.3215615749359131,0.04383158514154176,0.013630680903870929
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,0,5,16384,14.143779634224419,203.12363718709184,301.1550277374363,413.16964937746525,112.01462164002896,0.37195003012763633,0.37195003012763633,941,1226,15443,11,296,0.011689691817215716,0.7635630667209625,0.019167260247361262,19.237777166068554,0.0,1.2056608200073242,1.2577118873596191,0.0,0.029381419297584234,0.012397682933782461
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,0,6,16384,25.854038135339326,262.35617194267525,275.9826848258117,166.2832424119115,-109.69944241390021,-0.39748668465609477,0.39748668465609477,874,754,15510,134,14,0.15331807780320347,11.245657801628113,0.000902643455834945,0.8624981716275215,0.1372997711670479,1.1866930723190308,0.9178568124771118,0.26883625984191895,0.03972411430458701,0.01601294994767305
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,0,7,16384,6.788071770178222,155.96963028644768,259.63029619914687,260.533643335104,0.9033471359571195,0.003479359493794254,0.003479359493794254,824,885,15560,24,85,0.029126213592232972,1.5757799297571182,0.005462724935732647,5.26131172478199,0.0,1.166485071182251,1.1747997999191284,0.0,0.020354631441739296,0.009519630754788067
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,0,8,16384,19.429829445662527,343.4871725715175,247.3701875903671,566.7935064956546,319.4233189052875,1.2912765358541731,1.2912765358541731,799,1336,15585,2,539,0.0025031289111389203,0.13969087600708008,0.034584536413217834,35.980244532227516,0.0,1.144841194152832,1.4575892686843872,0.0,0.034436937670572036,0.020964793247773283
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,0,9,16384,23.548819945499545,251.99390069263154,235.82454693541058,140.4731151610613,-95.3514317743493,-0.40433208931581016,0.40433208931581016,778,637,15606,160,19,0.20565552699228765,14.694511540234089,0.0012174804562347815,1.1446543484926224,0.1812339331619535,1.1217691898345947,0.964533805847168,0.15723538398742676,0.03791181748316323,0.01538048710282175
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,0,10,16384,7.432345948202033,178.33164226614736,224.27992951694887,312.16277795284986,87.882848435901,0.3918444625213746,0.3918444625213746,747,842,15637,24,119,0.032128514056224855,1.5314838625490665,0.007610155400652298,7.531549789011478,0.0,1.0968562364578247,1.2174731492996216,0.0,0.021298694707717784,0.010884499650033408
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,0,11,16384,22.015741830104062,383.8810096470452,212.6739962900565,575.8294816613197,363.15548537126324,1.7075688222643362,1.7075688222643362,715,1433,15669,2,720,0.0027972027972027933,0.1079835593700409,0.0459506031016657,48.56476214528084,0.0,1.0700442790985107,1.3928197622299194,0.0,0.036656980816211014,0.02343023740521516
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,1,0,16384,29.96250111525522,228.4303966466896,275.9826848258117,184.70957677066326,-91.27310805514844,-0.33072041498819293,0.33072041498819293,874,834,15510,80,40,0.09153318077803194,6.216453947126865,0.0025789813023855573,2.5541918501257896,0.04576659038901597,1.1866930723190308,0.9280304312705994,0.2586626410484314,0.042764072972653125,0.013942284951580175
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,1,1,16384,16.897114362331635,198.22483539866244,259.63029619914687,209.83842065185308,-49.791875547293785,-0.1917799127306053,0.1917799127306053,824,861,15560,34,71,0.041262135922330044,2.370913427323103,0.0045629820051413875,4.907263278961182,0.0,1.166485071182251,0.994951605796814,0.171533465385437,0.03211414042566032,0.012098683801187893
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,1,2,16384,8.052585646874956,163.8375204493268,247.3701875903671,237.71118644624949,-9.65900114411761,-0.03904674705632841,0.03904674705632841,799,870,15585,18,89,0.022528160200250284,1.2071666195988655,0.0057106191851138905,6.063534498214722,0.0,1.144841194152832,1.0574604272842407,0.08738076686859131,0.02216959230959199,0.009999848660237232
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,1,3,16384,8.204678486413922,182.56198490387123,235.82454693541058,358.4975371956825,122.67299026027194,0.5201875371094004,0.5201875371094004,778,984,15606,6,212,0.007712082262210786,0.3868321254849434,0.013584518774830192,14.523515745997429,0.0,1.1217691898345947,1.2927734851837158,0.0,0.022377976526024135,0.011142699273917922
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,1,4,16384,13.072561862010005,214.76857812761136,224.27992951694887,166.39304404705763,-57.88688546989124,-0.2581010507474609,0.2581010507474609,747,692,15637,95,40,0.1271753681392234,7.24550699070096,0.0025580354287906885,2.8913877680897713,0.07362784471218196,1.0968562364578247,0.9686297178268433,0.12822651863098145,0.028246873381589894,0.013108433723609092
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,1,5,16384,12.239899815332905,233.7530230789198,212.6739962900565,408.45519056916237,195.78119427910588,0.9205694993011172,0.9205694993011172,715,1008,15669,4,297,0.005594405594405587,0.2276715561747551,0.018954623779437102,20.749780148267746,0.0,1.0700442790985107,1.3158514499664307,0.0,0.027332475147947906,0.014267152287531726
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,1,6,16384,14.499091385452818,194.43822264311075,200.97995903728133,152.21433149278164,-48.765627544499694,-0.24263925506847941,0.24263925506847941,676,667,15708,57,48,0.08431952662721881,4.09898267313838,0.003055767761650114,3.4378001764416695,0.0133136094674556,1.0388909578323364,0.8748512864112854,0.16403967142105103,0.02974818159474864,0.011867567299994553
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,1,7,16384,6.534265061657341,150.9065701365771,189.35191881979244,204.0535702779889,14.701651458196466,0.0776419460115852,0.0776419460115852,639,744,15745,9,114,0.014084507042253499,0.5418503694236279,0.007240393775801841,7.8178732469677925,0.0,0.9999880194664001,1.0358003377914429,0.0,0.01997047543292777,0.009210606087437567
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,1,8,16384,7.580620879581845,152.6392136579716,179.8481820646075,212.8851662799716,33.0369842153641,0.18369373454937635,0.18369373454937635,623,721,15761,11,109,0.017656500802568188,0.7371379919350147,0.006915804834718609,7.503548055887222,0.0,0.9557363390922546,1.1725963354110718,0.0,0.0215100994850626,0.00931635825549143
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,1,9,16384,13.942384839240713,185.8280886643106,170.80401164880732,129.1545837968588,-41.64942785194853,-0.2438433819551282,0.2438433819551282,610,580,15774,76,46,0.12459016393442603,6.738504633307457,0.0029161912007100287,3.285457544028759,0.049180327868852375,0.9393422603607178,0.9329297542572021,0.006412506103515625,0.02917148671495315,0.011342046427265051
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,1,10,16384,9.62342340777961,158.55095578728015,160.68767994120844,156.78528870642185,-3.9023912347865917,-0.02428556586425514,0.02428556586425514,592,606,15792,55,69,0.09290540540540525,5.172045782208443,0.004369300911854103,4.888694733381271,0.0,0.926398515701294,1.0405877828598022,0.0,0.02423565867381648,0.009677182360063485
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0012/forecast_maps.npz,test_batch_0012,12,1,11,16384,7.194662841085966,149.89237882009274,149.62767441248707,168.82058031111956,19.19290589863249,0.12827109673389825,0.12827109673389825,571,607,15813,50,86,0.08756567425569162,4.731574900448322,0.005438563207487509,6.0367061868309975,0.0,0.9154107570648193,1.0635197162628174,0.0,0.02095536615456172,0.009148704761968551
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,0,0,16384,30.88311815847593,333.6022496597444,899.6704208265797,841.8280296847224,-57.84239114185732,-0.06429286747997569,0.06429286747997569,2841,2586,13543,475,220,0.16719464977120727,42.222351495176554,0.016244554382337736,18.5310937166214,0.08975712777191128,1.6679507493972778,1.860560417175293,0.0,0.04341607930582621,0.02036146543333401
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,0,1,16384,25.619656150491345,306.5345739351043,924.3147254550855,903.0536621138453,-21.261063341240174,-0.023001974063295686,0.023001974063295686,2736,2633,13648,346,243,0.12646198830409353,29.038955338299274,0.017804806565064477,18.69577408581972,0.037646198830409344,1.7354719638824463,1.877320408821106,0.0,0.03954364318340576,0.018709385616156267
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,0,2,16384,23.078437264481135,290.9904395667023,942.6783026908507,944.3970264047384,1.718723713887698,0.0018232346167103284,0.0018232346167103284,2657,2612,13727,277,232,0.1042529168234851,21.786468733102083,0.016900998033073503,17.66124465316534,0.016936394429808047,1.7843661308288574,1.9131629467010498,0.0,0.03753126729066617,0.01776064694620986
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,0,3,16384,24.075376827449634,298.86449826909814,956.2837353288124,1037.0955400317907,80.81180470297829,0.0845060955420219,0.0845060955420219,2579,2692,13805,180,293,0.06979449398991855,13.619617454707623,0.021224194132560662,21.215174421668053,0.0,1.816461443901062,1.9974945783615112,0.0,0.03833333257676689,0.01824124134943226
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,0,4,16384,22.15213948619396,286.9009770482718,966.4244235275106,890.9815213680267,-75.44290215948388,-0.07806394408381404,0.07806394408381404,2528,2331,13856,319,122,0.12618670886075944,24.152567241340876,0.008804849884526558,9.069780126214027,0.07792721518987339,1.8380014896392822,1.8763165473937988,0.0,0.03677035891600248,0.017511045962418932
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,0,5,16384,40.317566773679744,418.09621836682743,973.7886106587845,1286.4000897854567,312.6114791266722,0.3210260170481814,0.3210260170481814,2469,3065,13915,52,648,0.021061158363709996,3.3052142672240734,0.04656845131153431,46.32333121448755,0.0,1.8556809425354004,1.9814438819885254,0.0,0.04960634019610146,0.025518568015553432
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,0,6,16384,32.21560037664791,350.256314547581,979.1842154107981,783.1003243550658,-196.08389105573224,-0.2002522997916881,0.2002522997916881,2425,2151,13959,330,56,0.13608247422680408,24.735656555742025,0.004011748692599756,3.549817278981209,0.11298969072164944,1.866689920425415,1.790112853050232,0.0765770673751831,0.04434280327940786,0.021377948885960753
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,0,7,16384,17.782886894353922,253.24270574546432,954.2354944338695,1013.280557744205,59.045063310335536,0.061876825641835755,0.061876825641835755,2287,2442,14097,80,235,0.03498032356799299,5.217269886285067,0.01667021352060722,15.528668105602264,0.0,1.8609647750854492,1.8995723724365234,0.0,0.03294512528695207,0.015456708114347188
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,0,8,16384,36.98418687344831,409.9638693732887,924.5183014487084,1262.2881954163313,337.7698939676229,0.36534689842087653,0.36534689842087653,2159,2851,14225,14,706,0.006484483557202406,0.8537974953651428,0.049630931458699463,49.70109462738037,0.0,1.846779227256775,1.979461431503296,0.0,0.04751142625306166,0.025022208824053264
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,0,9,16384,25.779807569190297,316.81729803142656,899.2098717078466,751.4468797445297,-147.76299196331684,-0.16432536676079207,0.16432536676079207,2072,2057,14312,111,96,0.05357142857142855,7.346460208296776,0.0067076579094466175,6.001887664198875,0.007239382239382236,1.832048773765564,1.792494535446167,0.03955423831939697,0.03966704656362082,0.019336993288050938
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,0,10,16384,14.124412006752157,243.32600295888216,875.8850329065012,965.4890558123589,89.60402290585762,0.10230112348023482,0.10230112348023482,2016,2364,14368,20,368,0.009920634920634917,1.4049893990159035,0.025612472160356343,24.88493548333645,0.0,1.8156205415725708,1.9039946794509888,0.0,0.029361295846258115,0.014851440610283335
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,0,11,16384,25.558615346457657,326.1641120646314,854.5422234125654,1090.4676879793406,235.9254645667752,0.27608403435540035,0.27608403435540035,1970,2545,14414,8,583,0.004060913705583755,0.5507760792970657,0.040446787845150545,41.725253984332085,0.0,1.798233151435852,1.9513477087020874,0.0,0.03949650720259566,0.019907477543007288
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,1,0,16384,23.066323021732337,295.28164306542516,979.1842154107981,855.2625710517168,-123.92164435908126,-0.12655600693797148,0.12655600693797148,2425,2167,13959,336,78,0.1385567010309278,25.335073236376047,0.005587792821835374,5.211231358349323,0.10639175257731955,1.866689920425415,1.830950140953064,0.035739779472351074,0.03752141561487793,0.018022561222254953
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,1,1,16384,17.844942417844763,256.56021841232126,954.2354944338695,927.3964642733335,-26.839030160535913,-0.02812621236276585,0.02812621236276585,2287,2271,14097,160,144,0.06996064713598597,11.033752389252186,0.010214939348797615,9.536417812108994,0.006996064713598598,1.8609647750854492,1.939062237739563,0.0,0.0330025582151658,0.015659193018330155
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,1,2,16384,18.14857102434832,261.2842745204784,924.5183014487084,837.5171260237694,-87.00117542493899,-0.09410433010207496,0.09410433010207496,2159,2085,14225,148,74,0.06855025474756829,9.982708416879177,0.005202108963093146,5.148535206913948,0.034275127373784145,1.846779227256775,1.8327043056488037,0.014074921607971191,0.03328214037866739,0.015947526521025292
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,1,3,16384,21.090728934101513,280.7216485270457,899.2098717078466,1053.7158279418945,154.50595623404797,0.17182413260276885,0.17182413260276885,2072,2385,14312,31,344,0.014961389961389954,1.8621914982795715,0.024035774175517045,23.052709974348545,0.0,1.832048773765564,1.9961225986480713,0.0,0.03587862784331756,0.017133889680605818
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,1,4,16384,17.218211974828247,267.57034100581944,875.8850329065012,783.4683352187276,-92.41669768777365,-0.10551236088725222,0.10551236088725222,2016,2005,14368,91,80,0.04513888888888887,5.946234151721001,0.0055679287305122485,5.364771567285061,0.005456349206349204,1.8156205415725708,1.8219082355499268,0.0,0.03241783858046775,0.016331197571155972
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,1,5,16384,21.212527155572985,277.5319387854608,854.5422234125654,1004.4175365194678,149.87531310690247,0.17538666785636856,0.17538666785636856,1970,2255,14414,13,298,0.006598984771573601,0.8445356413722038,0.020674344387401136,20.923022881150246,0.0,1.798233151435852,1.9133964776992798,0.0,0.03598207761369214,0.016939205248136035
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,1,6,16384,16.32119314521281,270.2306586193785,834.0844473004436,744.9956331774592,-89.08881412298433,-0.106810304893377,0.106810304893377,1934,1937,14450,73,76,0.037745604963805565,4.710486255586147,0.005259515570934256,5.137249015271664,0.0,1.7803488969802856,1.811975359916687,0.0,0.03156210661227309,0.016493570472374177
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,1,7,16384,13.470436231449597,239.11452874507262,814.2218704580482,864.567020021379,50.34514956333078,0.06183222459378127,0.06183222459378127,1896,2083,14488,25,212,0.013185654008438812,1.6619187630712986,0.014632799558255105,14.94460354745388,0.0,1.7648435831069946,1.8655747175216675,0.0,0.02867351007711102,0.014594392623600624
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,1,8,16384,29.460068122476052,323.8568920788462,795.5975214341779,1021.5029924809933,225.90547104681536,0.28394441279755156,0.28394441279755156,1856,2273,14528,8,425,0.004310344827586205,0.5579743795096874,0.029253854625550656,31.897693902254105,0.0,1.7500877380371094,1.9462846517562866,0.0,0.04240400760530742,0.019766656010671766
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e/evaluation_test/test_batch_0013/forecast_maps.npz,test_batch_0013,13,1,9,16384,13.098065854952075,255.2442144447063,778.0531134012199,726.5554585158825,-51.4976548853374,-0.06618783987666077,0.06618783987666077,1821,1901,14563,45,125,0.024711696869851717,2.917540255934,0.008583396278239373,8.634692512452602,0.0,1.7349853515625,1.8110215663909912,0.0,0.02827441415891388,0.015578870510541156
