phase,seed,run_name,run_dir,step_count,mean_target_volume_proxy,mean_prediction_volume_proxy,mean_volume_bias,mean_relative_volume_bias,mean_absolute_relative_volume_bias,mean_target_wet_area,mean_prediction_wet_area,mean_target_dry_area,mean_wet_area_bias,mean_wet_area_contraction,mean_false_dry_rate,mean_false_wet_rate,mean_false_dry_volume_loss,mean_false_wet_volume_excess,mean_peak_depth_target,mean_peak_depth_prediction,mean_peak_depth_underprediction,mean_rmse,mean_mae,sum_target_volume_proxy,sum_prediction_volume_proxy,sum_volume_bias,sum_target_wet_area,sum_prediction_wet_area,sum_target_dry_area,sum_false_dry_count,sum_false_wet_count,sum_false_dry_volume_loss,sum_false_wet_volume_excess,aggregate_relative_volume_bias,aggregate_absolute_relative_volume_bias,mean_step_relative_volume_bias,mean_step_absolute_relative_volume_bias,aggregate_false_dry_rate,aggregate_false_wet_rate,aggregate_wet_area_contraction
phase25,42,phase25_target_wet_recall_seed42_40e,runs/phase25_target_wet_recall_seed42_40e,456,705.0130985194012,707.1057515067881,2.092652987387123,0.03792784327929691,0.24017909346343827,1902.5745614035088,1992.5526315789473,14481.42543859649,89.9780701754386,0.042322365124942626,0.07209521943650161,0.016355486858192138,13.638884025013173,17.39999032958427,1.6625039526506473,1.6038087575059188,0.13942117544642665,0.04151884233349473,0.017939444064194548,321485.9729248469,322440.2226870954,954.249762248528,867574.0,908604.0,6603530.0,65925.0,106955.0,6219.331115406007,7934.395590290427,0.002968246961342854,0.002968246961342854,0.03792784327929691,0.24017909346343827,0.075987754358706,0.01619664028178868,0.0
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,456,705.0130985194012,722.39988149647,17.386782977068922,0.09816026446037503,0.25727435161304313,1902.5745614035088,2000.984649122807,14481.42543859649,98.41008771929825,0.036059331027171126,0.06276183847850192,0.01596812981793006,11.863421832905722,16.99632627092171,1.6625039526506473,1.601212967644658,0.12804519267458664,0.03920830169542354,0.017284770923402807,321485.9729248469,329414.3459623903,7928.373037543428,867574.0,912449.0,6603530.0,59791.0,104666.0,5409.72035580501,7750.3247795403,0.024661645313516764,0.024661645313516764,0.09816026446037503,0.25727435161304313,0.06891746410104499,0.01585000749599078,0.0
