batch_index,sample_index,forecast_step,adaptive_alpha_scale,future_rainfall,location,event,start_idx
2,0,10,0.98057508,10.886112,location1,r300y_p0.9_d3h,6
2,0,11,0.98057508,10.886112,location1,r300y_p0.9_d3h,6
2,1,0,0.9874987,6.815629,location1,r300y_p0.9_d3h,12
2,1,1,0.9874987,6.815629,location1,r300y_p0.9_d3h,12
2,1,2,0.98499972,8.2661028,location1,r300y_p0.9_d3h,12
2,1,3,0.98499972,8.2661028,location1,r300y_p0.9_d3h,12
2,1,4,0.98057508,10.886112,location1,r300y_p0.9_d3h,12
2,1,5,0.98057508,10.886112,location1,r300y_p0.9_d3h,12
2,1,6,0.97010517,17.311226,location1,r300y_p0.9_d3h,12
2,1,7,0.97010517,17.311226,location1,r300y_p0.9_d3h,12
2,1,8,0.97576481,13.795045,location1,r300y_p0.9_d3h,12
2,1,9,0.97576481,13.795045,location1,r300y_p0.9_d3h,12
2,1,10,0.99334544,3.5444596,location1,r300y_p0.9_d3h,12
2,1,11,0.99334544,3.5444596,location1,r300y_p0.9_d3h,12
3,0,0,0.99278909,3.8506665,location2,r100y_p0.7_d3h,0
3,0,1,0.99278909,3.8506665,location2,r100y_p0.7_d3h,0
3,0,2,0.99196291,4.3052382,location2,r100y_p0.7_d3h,0
3,0,3,0.99196291,4.3052382,location2,r100y_p0.7_d3h,0
3,0,4,0.99081492,4.9402881,location2,r100y_p0.7_d3h,0
3,0,5,0.99081492,4.9402881,location2,r100y_p0.7_d3h,0
3,0,6,0.98909396,5.9055462,location2,r100y_p0.7_d3h,0
3,0,7,0.98909396,5.9055462,location2,r100y_p0.7_d3h,0
3,0,8,0.98615503,7.5922737,location2,r100y_p0.7_d3h,0
3,0,9,0.98615503,7.5922737,location2,r100y_p0.7_d3h,0
3,0,10,0.97957796,11.483912,location2,r100y_p0.7_d3h,0
3,0,11,0.97957796,11.483912,location2,r100y_p0.7_d3h,0
3,1,0,0.98909396,5.9055462,location2,r100y_p0.7_d3h,6
3,1,1,0.98909396,5.9055462,location2,r100y_p0.7_d3h,6
3,1,2,0.98615503,7.5922737,location2,r100y_p0.7_d3h,6
3,1,3,0.98615503,7.5922737,location2,r100y_p0.7_d3h,6
3,1,4,0.97957796,11.483912,location2,r100y_p0.7_d3h,6
3,1,5,0.97957796,11.483912,location2,r100y_p0.7_d3h,6
3,1,6,0.96848202,18.342342,location2,r100y_p0.7_d3h,6
3,1,7,0.96848202,18.342342,location2,r100y_p0.7_d3h,6
3,1,8,0.98667651,7.2898741,location2,r100y_p0.7_d3h,6
3,1,9,0.98667651,7.2898741,location2,r100y_p0.7_d3h,6
3,1,10,0.99147868,4.5724316,location2,r100y_p0.7_d3h,6
3,1,11,0.99147868,4.5724316,location2,r100y_p0.7_d3h,6
4,0,0,0.96848202,18.342342,location2,r100y_p0.7_d3h,12
4,0,1,0.96848202,18.342342,location2,r100y_p0.7_d3h,12
4,0,2,0.98667651,7.2898741,location2,r100y_p0.7_d3h,12
4,0,3,0.98667651,7.2898741,location2,r100y_p0.7_d3h,12
4,0,4,0.99147868,4.5724316,location2,r100y_p0.7_d3h,12
4,0,5,0.99147868,4.5724316,location2,r100y_p0.7_d3h,12
4,0,6,0.99335295,3.5403097,location2,r100y_p0.7_d3h,12
4,0,7,0.99335295,3.5403097,location2,r100y_p0.7_d3h,12
4,0,8,0.99438405,2.9681516,location2,r100y_p0.7_d3h,12
4,0,9,0.99438405,2.9681516,location2,r100y_p0.7_d3h,12
4,0,10,0.99504328,2.5951192,location2,r100y_p0.7_d3h,12
4,0,11,0.99504328,2.5951192,location2,r100y_p0.7_d3h,12
4,1,0,0.99286336,3.8098235,location2,r300y_p0.4_d3h,0
4,1,1,0.99127883,4.6829576,location2,r300y_p0.4_d3h,0
4,1,2,0.99049306,5.1195245,location2,r300y_p0.4_d3h,0
4,1,3,0.99049306,5.1195245,location2,r300y_p0.4_d3h,0
4,1,4,0.98328072,9.2772961,location2,r300y_p0.4_d3h,0
4,1,5,0.98328072,9.2772961,location2,r300y_p0.4_d3h,0
4,1,6,0.97987497,11.30557,location2,r300y_p0.4_d3h,0
4,1,7,0.97321981,15.362117,location2,r300y_p0.4_d3h,0
4,1,8,0.97321981,15.362117,location2,r300y_p0.4_d3h,0
4,1,9,0.9816522,10.243275,location2,r300y_p0.4_d3h,0
4,1,10,0.9859975,7.6838531,location2,r300y_p0.4_d3h,0
4,1,11,0.9859975,7.6838531,location2,r300y_p0.4_d3h,0
5,0,0,0.97987497,11.30557,location2,r300y_p0.4_d3h,6
5,0,1,0.97321981,15.362117,location2,r300y_p0.4_d3h,6
5,0,2,0.97321981,15.362117,location2,r300y_p0.4_d3h,6
5,0,3,0.9816522,10.243275,location2,r300y_p0.4_d3h,6
5,0,4,0.9859975,7.6838531,location2,r300y_p0.4_d3h,6
5,0,5,0.9859975,7.6838531,location2,r300y_p0.4_d3h,6
5,0,6,0.99002123,5.3832755,location2,r300y_p0.4_d3h,6
5,0,7,0.99002123,5.3832755,location2,r300y_p0.4_d3h,6
5,0,8,0.99067044,5.0206742,location2,r300y_p0.4_d3h,6
5,0,9,0.99198061,4.2954721,location2,r300y_p0.4_d3h,6
5,0,10,0.99198061,4.2954721,location2,r300y_p0.4_d3h,6
5,0,11,0.99276805,3.862241,location2,r300y_p0.4_d3h,6
5,1,0,0.99002123,5.3832755,location2,r300y_p0.4_d3h,12
5,1,1,0.99002123,5.3832755,location2,r300y_p0.4_d3h,12
5,1,2,0.99067044,5.0206742,location2,r300y_p0.4_d3h,12
5,1,3,0.99198061,4.2954721,location2,r300y_p0.4_d3h,12
5,1,4,0.99198061,4.2954721,location2,r300y_p0.4_d3h,12
5,1,5,0.99276805,3.862241,location2,r300y_p0.4_d3h,12
5,1,6,0.9931618,3.6456256,location2,r300y_p0.4_d3h,12
5,1,7,0.9931618,3.6456256,location2,r300y_p0.4_d3h,12
5,1,8,0.99395627,3.2066908,location2,r300y_p0.4_d3h,12
5,1,9,0.99395627,3.2066908,location2,r300y_p0.4_d3h,12
5,1,10,0.99414796,3.1000626,location2,r300y_p0.4_d3h,12
5,1,11,0.99452895,2.8868067,location2,r300y_p0.4_d3h,12
6,0,0,0.9931618,3.6456256,location2,r300y_p0.4_d3h,18
6,0,1,0.9931618,3.6456256,location2,r300y_p0.4_d3h,18
6,0,2,0.99395627,3.2066908,location2,r300y_p0.4_d3h,18
6,0,3,0.99395627,3.2066908,location2,r300y_p0.4_d3h,18
6,0,4,0.99414796,3.1000626,location2,r300y_p0.4_d3h,18
6,0,5,0.99452895,2.8868067,location2,r300y_p0.4_d3h,18
6,0,6,0.99452895,2.8868067,location2,r300y_p0.4_d3h,18
6,0,7,0.99481863,2.7231548,location2,r300y_p0.4_d3h,18
6,0,8,0.99496245,2.6413288,location2,r300y_p0.4_d3h,18
6,0,9,0.99496245,2.6413288,location2,r300y_p0.4_d3h,18
6,0,10,0.99530268,2.4457817,location2,r300y_p0.4_d3h,18
6,0,11,0.99530268,2.4457817,location2,r300y_p0.4_d3h,18
6,1,0,0.99452895,2.8868067,location2,r300y_p0.4_d3h,24
6,1,1,0.99481863,2.7231548,location2,r300y_p0.4_d3h,24
6,1,2,0.99496245,2.6413288,location2,r300y_p0.4_d3h,24
6,1,3,0.99496245,2.6413288,location2,r300y_p0.4_d3h,24
6,1,4,0.99530268,2.4457817,location2,r300y_p0.4_d3h,24
6,1,5,0.99530268,2.4457817,location2,r300y_p0.4_d3h,24
6,1,6,0.99539477,2.3923705,location2,r300y_p0.4_d3h,24
6,1,7,0.99557751,2.2855477,location2,r300y_p0.4_d3h,24
6,1,8,0.99557751,2.2855477,location2,r300y_p0.4_d3h,24
6,1,9,0.99572921,2.1960618,location2,r300y_p0.4_d3h,24
6,1,10,0.99580455,2.1513188,location2,r300y_p0.4_d3h,24
6,1,11,0.99580455,2.1513188,location2,r300y_p0.4_d3h,24
7,0,0,0.99196619,4.3034163,location3,r100y_p0.6_d3h,0
7,0,1,0.99196619,4.3034163,location3,r100y_p0.6_d3h,0
7,0,2,0.99058098,5.0705156,location3,r100y_p0.6_d3h,0
7,0,3,0.99058098,5.0705156,location3,r100y_p0.6_d3h,0
7,0,4,0.98830372,6.3545952,location3,r100y_p0.6_d3h,0
7,0,5,0.98830372,6.3545952,location3,r100y_p0.6_d3h,0
7,0,6,0.98363137,9.0702724,location3,r100y_p0.6_d3h,0
7,0,7,0.98363137,9.0702724,location3,r100y_p0.6_d3h,0
7,0,8,0.96880865,18.133945,location3,r100y_p0.6_d3h,0
7,0,9,0.96880865,18.133945,location3,r100y_p0.6_d3h,0
7,0,10,0.98046625,10.951224,location3,r100y_p0.6_d3h,0
7,0,11,0.98046625,10.951224,location3,r100y_p0.6_d3h,0
7,1,0,0.98363137,9.0702724,location3,r100y_p0.6_d3h,6
7,1,1,0.98363137,9.0702724,location3,r100y_p0.6_d3h,6
7,1,2,0.96880865,18.133945,location3,r100y_p0.6_d3h,6
7,1,3,0.96880865,18.133945,location3,r100y_p0.6_d3h,6
7,1,4,0.98046625,10.951224,location3,r100y_p0.6_d3h,6
7,1,5,0.98046625,10.951224,location3,r100y_p0.6_d3h,6
7,1,6,0.98885095,6.0432544,location3,r100y_p0.6_d3h,6
7,1,7,0.98885095,6.0432544,location3,r100y_p0.6_d3h,6
7,1,8,0.99161476,4.4972405,location3,r100y_p0.6_d3h,6
7,1,9,0.99161476,4.4972405,location3,r100y_p0.6_d3h,6
7,1,10,0.99306881,3.6967909,location3,r100y_p0.6_d3h,6
7,1,11,0.99306881,3.6967909,location3,r100y_p0.6_d3h,6
