seed,seed_role,static_af025_run_root,adapt010_run_root,rmse_mae_loss_direction,wet_dry_iou_direction,rollout_stability_direction,static_val_rmse,adapt010_val_rmse,val_rmse_delta,val_rmse_direction,static_val_rmse_source_file,static_val_rmse_source_kind,adapt010_val_rmse_source_file,adapt010_val_rmse_source_kind,static_val_mae,adapt010_val_mae,val_mae_delta,val_mae_direction,static_val_mae_source_file,static_val_mae_source_kind,adapt010_val_mae_source_file,adapt010_val_mae_source_kind,static_val_wet_dry_iou,adapt010_val_wet_dry_iou,val_wet_dry_iou_delta,val_wet_dry_iou_direction,static_val_wet_dry_iou_source_file,static_val_wet_dry_iou_source_kind,adapt010_val_wet_dry_iou_source_file,adapt010_val_wet_dry_iou_source_kind,static_val_rollout_stability,adapt010_val_rollout_stability,val_rollout_stability_delta,val_rollout_stability_direction,static_val_rollout_stability_source_file,static_val_rollout_stability_source_kind,adapt010_val_rollout_stability_source_file,adapt010_val_rollout_stability_source_kind,static_val_loss,adapt010_val_loss,val_loss_delta,val_loss_direction,static_val_loss_source_file,static_val_loss_source_kind,adapt010_val_loss_source_file,adapt010_val_loss_source_kind
seed202,difficult-case reference,runs/phase3_3_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed202,runs/phase7_conservative_adaptive_followup_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed202,adapt010_better,adapt010_better,static_better,0.037756,0.036812,-0.000944,adapt010_better,runs/phase3_3_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed202/history.json,history_final_validation,runs/phase7_conservative_adaptive_followup_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed202/history.json,history_final_validation,0.016027,0.015720,-0.000307,adapt010_better,runs/phase3_3_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed202/history.json,history_final_validation,runs/phase7_conservative_adaptive_followup_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed202/history.json,history_final_validation,0.795961,0.807813,0.011851,adapt010_better,runs/phase3_3_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed202/history.json,history_final_validation,runs/phase7_conservative_adaptive_followup_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed202/history.json,history_final_validation,0.992497,0.992127,-0.000370,static_better,runs/phase3_3_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed202/history.json,history_final_validation,runs/phase7_conservative_adaptive_followup_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed202/history.json,history_final_validation,0.013834,0.013404,-0.000430,adapt010_better,runs/phase3_3_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed202/history.json,history_final_validation,runs/phase7_conservative_adaptive_followup_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed202/history.json,history_final_validation
seed123,repeatability reference with mixed IoU,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed123,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed123,adapt010_better,static_better,adapt010_better,0.075219,0.074357,-0.000862,adapt010_better,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed123/history.json,history_final_validation,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed123/history.json,history_final_validation,0.027704,0.027257,-0.000447,adapt010_better,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed123/history.json,history_final_validation,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed123/history.json,history_final_validation,0.614842,0.606377,-0.008465,static_better,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed123/history.json,history_final_validation,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed123/history.json,history_final_validation,0.987675,0.989136,0.001461,adapt010_better,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed123/history.json,history_final_validation,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed123/history.json,history_final_validation,0.031969,0.030937,-0.001032,adapt010_better,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed123/history.json,history_final_validation,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed123/history.json,history_final_validation
seed42,favorable-case guardrail reference,runs/phase3_3_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed42,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed42,adapt010_better,adapt010_better,static_better,0.063549,0.056352,-0.007197,adapt010_better,runs/phase3_3_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed42/history.json,history_final_validation,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed42/history.json,history_final_validation,0.020504,0.018776,-0.001728,adapt010_better,runs/phase3_3_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed42/history.json,history_final_validation,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed42/history.json,history_final_validation,0.559320,0.636408,0.077088,adapt010_better,runs/phase3_3_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed42/history.json,history_final_validation,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed42/history.json,history_final_validation,0.984907,0.984357,-0.000550,static_better,runs/phase3_3_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed42/history.json,history_final_validation,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed42/history.json,history_final_validation,0.022752,0.020574,-0.002179,adapt010_better,runs/phase3_3_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_40e_seed42/history.json,history_final_validation,runs/phase8_validation_temporal_gate_residual_response_split_protected_h16_a010_f025_af025_adapt010_40e_seed42/history.json,history_final_validation
