row,col,observation_count,low_margin_count,false_dry_count,deep_underprediction_count,boundary_count,high_risk_case_count,low_margin_fraction,false_dry_fraction,deep_underprediction_fraction,boundary_fraction,high_risk_case_fraction
0,23,1368,0,0,158,0,0,0.0,0.0,0.1154970760233918,0.0,0.0
0,24,1368,6,0,6,0,0,0.0043859649122807015,0.0,0.0043859649122807015,0.0,0.0
0,25,1368,51,76,67,282,0,0.03728070175438596,0.05555555555555555,0.0489766081871345,0.20614035087719298,0.0
0,26,1368,258,31,0,432,0,0.18859649122807018,0.02266081871345029,0.0,0.3157894736842105,0.0
0,27,1368,3,0,0,420,0,0.0021929824561403508,0.0,0.0,0.30701754385964913,0.0
0,28,1368,1,0,0,270,0,0.0007309941520467836,0.0,0.0,0.19736842105263158,0.0
0,29,1368,2,0,0,69,0,0.0014619883040935672,0.0,0.0,0.05043859649122807,0.0
0,30,1368,12,0,0,0,0,0.008771929824561403,0.0,0.0,0.0,0.0
0,31,1368,5,0,0,0,0,0.003654970760233918,0.0,0.0,0.0,0.0
0,32,1368,11,0,0,174,0,0.00804093567251462,0.0,0.0,0.12719298245614036,0.0
0,33,1368,181,121,8,180,0,0.13230994152046785,0.08845029239766082,0.005847953216374269,0.13157894736842105,0.0
0,34,1368,52,122,59,117,2,0.038011695906432746,0.0891812865497076,0.04312865497076023,0.08552631578947369,0.0014619883040935672
0,35,1368,115,59,12,180,0,0.08406432748538012,0.04312865497076023,0.008771929824561403,0.13157894736842105,0.0
0,36,1368,42,0,0,168,1,0.03070175438596491,0.0,0.0,0.12280701754385964,0.0007309941520467836
0,37,1368,18,0,0,168,1,0.013157894736842105,0.0,0.0,0.12280701754385964,0.0007309941520467836
0,38,1368,10,0,0,150,1,0.007309941520467836,0.0,0.0,0.10964912280701754,0.0007309941520467836
0,39,1368,7,0,0,144,0,0.005116959064327485,0.0,0.0,0.10526315789473684,0.0
0,40,1368,11,0,0,138,0,0.00804093567251462,0.0,0.0,0.10087719298245613,0.0
0,41,1368,3,0,0,126,0,0.0021929824561403508,0.0,0.0,0.09210526315789473,0.0
0,42,1368,21,0,0,138,0,0.015350877192982455,0.0,0.0,0.10087719298245613,0.0
0,43,1368,0,0,0,144,0,0.0,0.0,0.0,0.10526315789473684,0.0
0,44,1368,5,0,0,144,0,0.003654970760233918,0.0,0.0,0.10526315789473684,0.0
0,45,1368,3,0,0,144,2,0.0021929824561403508,0.0,0.0,0.10526315789473684,0.0014619883040935672
0,46,1368,20,0,0,108,0,0.014619883040935672,0.0,0.0,0.07894736842105263,0.0
0,47,1368,0,0,0,108,0,0.0,0.0,0.0,0.07894736842105263,0.0
0,48,1368,40,0,0,108,0,0.029239766081871343,0.0,0.0,0.07894736842105263,0.0
0,49,1368,1,0,0,114,1,0.0007309941520467836,0.0,0.0,0.08333333333333333,0.0007309941520467836
0,50,1368,16,0,0,114,1,0.011695906432748537,0.0,0.0,0.08333333333333333,0.0007309941520467836
0,51,1368,1,0,0,162,0,0.0007309941520467836,0.0,0.0,0.11842105263157894,0.0
0,52,1368,29,0,0,240,0,0.021198830409356724,0.0,0.0,0.17543859649122806,0.0
0,53,1368,14,0,0,240,0,0.01023391812865497,0.0,0.0,0.17543859649122806,0.0
0,54,1368,15,0,0,240,0,0.010964912280701754,0.0,0.0,0.17543859649122806,0.0
0,55,1368,0,0,0,264,0,0.0,0.0,0.0,0.19298245614035087,0.0
0,56,1368,11,0,0,363,0,0.00804093567251462,0.0,0.0,0.26535087719298245,0.0
0,57,1368,1,0,0,363,1,0.0007309941520467836,0.0,0.0,0.26535087719298245,0.0007309941520467836
0,58,1368,7,0,0,363,1,0.005116959064327485,0.0,0.0,0.26535087719298245,0.0007309941520467836
0,59,1368,0,0,0,300,0,0.0,0.0,0.0,0.21929824561403508,0.0
0,60,1368,14,0,0,204,0,0.01023391812865497,0.0,0.0,0.14912280701754385,0.0
0,61,1368,3,0,0,186,2,0.0021929824561403508,0.0,0.0,0.13596491228070176,0.0014619883040935672
0,62,1368,8,0,0,174,1,0.005847953216374269,0.0,0.0,0.12719298245614036,0.0007309941520467836
0,63,1368,0,0,0,126,0,0.0,0.0,0.0,0.09210526315789473,0.0
0,64,1368,25,0,0,375,0,0.01827485380116959,0.0,0.0,0.2741228070175439,0.0
0,65,1368,44,0,0,432,0,0.03216374269005848,0.0,0.0,0.3157894736842105,0.0
0,66,1368,70,0,0,432,0,0.05116959064327485,0.0,0.0,0.3157894736842105,0.0
0,67,1368,0,0,0,432,0,0.0,0.0,0.0,0.3157894736842105,0.0
0,68,1368,7,0,0,444,0,0.005116959064327485,0.0,0.0,0.32456140350877194,0.0
0,69,1368,12,12,0,423,14,0.008771929824561403,0.008771929824561403,0.0,0.3092105263157895,0.01023391812865497
0,70,1368,38,0,0,414,0,0.027777777777777776,0.0,0.0,0.3026315789473684,0.0
0,71,1368,0,0,0,198,0,0.0,0.0,0.0,0.14473684210526316,0.0
0,72,1368,0,0,0,3,0,0.0,0.0,0.0,0.0021929824561403508,0.0
