failure_rank,seed,run_name,run_root,batch_index,sample_index,split,location,event,start_idx,input_steps,pred_steps,alignment_mode,count,rmse,mae,bias,wet_dry_iou,wet_dry_class_error_rate,pred_wet_fraction,target_wet_fraction,target_max_depth,target_mean_depth,prediction_max_depth,prediction_mean_depth,max_abs_error,source,batch_dir,forecast_maps_path,summary_path,figure_path,selected_timestep_mode,selected_timestep_index,selected_forecast_step,step_mae_series,selected_step_rmse,selected_step_mae,selected_step_bias,selected_step_max_abs_error,selected_step_target_max_depth,selected_step_target_mean_depth,selected_step_prediction_max_depth,selected_step_prediction_mean_depth,selected_step_wet_dry_iou,selected_step_false_wet_fraction,selected_step_false_dry_fraction,selected_step_target_wet_fraction,selected_step_prediction_wet_fraction
1,seed42,phase10_margin_aware_boundary_band_seed42_40e,runs\phase10_margin_aware_boundary_band_seed42_40e,9,0,test,location2,r300y_p0.6_d3h,0,12,12,mass_preserving,196608,0.10325791473346656,0.02642407461105421,-0.020019122721598687,0.4647155361050328,0.049769083658854164,0.047826131184895836,0.08835856119791667,2.7899465560913086,0.028809237841890056,1.0704457759857178,0.008790115120291375,2.7418818175792694,saved_evaluation_test_forecast_maps,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0009,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0009\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0009\summary.json,analysis\phase13_failure_cases\figures\rank01_seed42_location2_r300y_p06_d3h_start0_t01_worst_maps.png,worst,0,1,"[0.044118529354972055, 0.04077576536438213, 0.0357111695156028, 0.030308396123933518, 0.025491868575802518, 0.02890326560267989, 0.02349941172332956, 0.019691259046449278, 0.01873012912607666, 0.019714523684701418, 0.01507904600102758, 0.015065531213693167]",0.14781573621084268,0.044118529354972055,-0.042553259639986254,2.7355733811855316,2.782546043395996,0.042245633620437775,0.2945774495601654,-0.00030762601954847923,0.20118343195266272,0.001708984375,0.1136474609375,0.1427001953125,0.03076171875
2,seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,9,0,test,location2,r300y_p0.6_d3h,0,12,12,mass_preserving,196608,0.10117675408162265,0.025405211114805787,-0.018155127327590115,0.49508178603006187,0.046473185221354164,0.049250284830729164,0.08835856119791667,2.7899465560913086,0.028809237841890056,1.4618170261383057,0.01065411051429995,2.7500986605882645,saved_evaluation_test_forecast_maps,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0009,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0009\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0009\summary.json,analysis\phase13_failure_cases\figures\rank02_seed123_location2_r300y_p06_d3h_start0_t01_worst_maps.png,worst,0,1,"[0.045431314488175736, 0.04162922599702237, 0.037256628629782435, 0.030918690319749614, 0.027514506860740112, 0.024306893687871783, 0.020845532497456548, 0.017277302802352262, 0.015467160920129147, 0.013953676845275736, 0.014006778107096135, 0.016254822222017545]",0.1509592186383361,0.045431314488175736,-0.04489949604243161,2.7455412596464157,2.782546043395996,0.042245633620437775,0.19912317395210266,-0.0026538624219938356,0.15223880597014924,0.00042724609375,0.12091064453125,0.1427001953125,0.022216796875
3,seed42,phase10_margin_aware_boundary_band_seed42_40e,runs\phase10_margin_aware_boundary_band_seed42_40e,11,1,test,location2,r300y_p0.8_d3h,0,12,12,mass_preserving,196608,0.09955135308034255,0.026265675541442074,-0.019032262086538052,0.4010117510670812,0.0578155517578125,0.043970743815104164,0.09125773111979167,2.8395590782165527,0.027898640336869802,1.1315656900405884,0.008866378250331763,2.8095106035470963,saved_evaluation_test_forecast_maps,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0011,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0011\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed42_40e\evaluation_test\test_batch_0011\summary.json,analysis\phase13_failure_cases\figures\rank03_seed42_location2_r300y_p08_d3h_start0_t04_worst_maps.png,worst,3,4,"[0.01934348702577371, 0.022947350037442374, 0.029783625815137812, 0.04319623911904201, 0.0376765385919251, 0.0367855533490013, 0.027932293397698316, 0.02251902223551605, 0.021070886506727005, 0.022446894544491836, 0.015735216630598625, 0.015750999243950736]",0.1429600169712154,0.04319623911904201,-0.03604834539057224,2.7068237215280533,2.7321553230285645,0.04382023697464278,0.7730201482772827,0.007771891584070545,0.2328159645232816,0.00823974609375,0.11846923828125,0.15692138671875,0.04669189453125
4,seed123,phase10_margin_aware_boundary_band_seed123_40e,runs\phase10_margin_aware_boundary_band_seed123_40e,11,1,test,location2,r300y_p0.8_d3h,0,12,12,mass_preserving,196608,0.09742745060894134,0.025568687125680434,-0.020557911733161658,0.40090380890897354,0.056640625,0.041188557942708336,0.09125773111979167,2.8395590782165527,0.027898640336869802,1.3124234676361084,0.007340728603708158,2.8151546120643616,saved_evaluation_test_forecast_maps,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0011,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0011\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed123_40e\evaluation_test\test_batch_0011\summary.json,analysis\phase13_failure_cases\figures\rank04_seed123_location2_r300y_p08_d3h_start0_t04_worst_maps.png,worst,3,4,"[0.021384934934961554, 0.0251286275407471, 0.03232817575669922, 0.045202306822972424, 0.041400278990550266, 0.033391389746618816, 0.027279824395665897, 0.021406723220714408, 0.017549292272566575, 0.015117226562817165, 0.01333039938586661, 0.013305065877985023]",0.14381975112012352,0.045202306822972424,-0.0425003083910447,2.705073267221451,2.7321553230285645,0.04382023697464278,0.4470022916793823,0.0013199285835980845,0.19694143976128312,0.0067138671875,0.12469482421875,0.15692138671875,0.0389404296875
5,seed202,phase10_margin_aware_boundary_band_seed202_40e,runs\phase10_margin_aware_boundary_band_seed202_40e,11,1,test,location2,r300y_p0.8_d3h,0,12,12,mass_preserving,196608,0.09109659551631347,0.023557767760295972,-0.016732756135930296,0.4723923169519024,0.051274617513020836,0.0518341064453125,0.09125773111979167,2.8395590782165527,0.027898640336869802,1.295573115348816,0.011165884200939521,2.7434489876031876,saved_evaluation_test_forecast_maps,runs\phase10_margin_aware_boundary_band_seed202_40e\evaluation_test\test_batch_0011,runs\phase10_margin_aware_boundary_band_seed202_40e\evaluation_test\test_batch_0011\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed202_40e\evaluation_test\test_batch_0011\summary.json,analysis\phase13_failure_cases\figures\rank05_seed202_location2_r300y_p08_d3h_start0_t04_worst_maps.png,worst,3,4,"[0.018414273163502227, 0.021587155048064167, 0.027732113597506047, 0.03961376403063922, 0.03813334949343278, 0.027284840016420897, 0.022653757947764752, 0.025826027299453658, 0.016451786453485606, 0.015394083992675112, 0.016815137064210117, 0.012786925016397055]",0.13628789816680031,0.03961376403063922,-0.02974037321338942,2.613742843270302,2.7321553230285645,0.04382023697464278,1.144376516342163,0.014079863761253364,0.30369557263080865,0.0098876953125,0.10626220703125,0.15692138671875,0.060546875
6,seed202,phase10_margin_aware_boundary_band_seed202_40e,runs\phase10_margin_aware_boundary_band_seed202_40e,9,0,test,location2,r300y_p0.6_d3h,0,12,12,mass_preserving,196608,0.08958158714086317,0.02162610280865374,-0.014258826537970113,0.6508125033741834,0.03289794921875,0.067169189453125,0.08835856119791667,2.7899465560913086,0.028809237841890056,1.3228778839111328,0.01455041130391995,2.6587726026773453,saved_evaluation_test_forecast_maps,runs\phase10_margin_aware_boundary_band_seed202_40e\evaluation_test\test_batch_0009,runs\phase10_margin_aware_boundary_band_seed202_40e\evaluation_test\test_batch_0009\forecast_maps.npz,runs\phase10_margin_aware_boundary_band_seed202_40e\evaluation_test\test_batch_0009\summary.json,analysis\phase13_failure_cases\figures\rank06_seed202_location2_r300y_p06_d3h_start0_t01_worst_maps.png,worst,0,1,"[0.0404359242355818, 0.03697653270098569, 0.030382057269618096, 0.023212492307342486, 0.022671069317113296, 0.018101681387601515, 0.017528810015893043, 0.018882952329069697, 0.0129893363381888, 0.01388620652304498, 0.012409007549539691, 0.012037163729865769]",0.13918418803361954,0.0404359242355818,-0.038742721208051126,2.6587726026773453,2.782546043395996,0.042245633620437775,0.5106174945831299,0.0035029124123866495,0.3194619588062211,0.00250244140625,0.0963134765625,0.1427001953125,0.04888916015625
