location,scenario_type,scenario_count,mean_rmse,mean_mae,mean_wet_dry_iou,mean_false_dry_rate,mean_false_wet_rate,mean_absolute_relative_volume_bias_proxy
location1,design,10,0.013957795495370162,0.006265923047127822,0.9095747954133545,0.061836152023030756,0.0046649480524436505,0.022050919182570353
location1,measured,6,0.010241494195516126,0.0049032973410147755,0.8796739537402019,0.06569536639757238,0.004258975507019597,0.011969201577752992
location2,design,10,0.0120847982963334,0.0041446287049135815,0.8327676637969406,0.12498206081297063,0.0025532828540197603,0.026774485544613185
location2,measured,6,0.007641846450812427,0.0031179412617348135,0.7942052645124095,0.13902275852532164,0.001885261259940646,0.03234544747960891
location3,design,10,0.014263540887161604,0.006720547964020322,0.8821773224632811,0.07998136646725691,0.005076459879596777,0.019917748561247665
location3,measured,6,0.011237281735475176,0.005450213599639635,0.856272771832737,0.0797069223431844,0.004866008361638235,0.012765457995038964
